id,question,A,B,C,D,answerKey,choice_type,exp,subject_name,topic_name
8ad9acc0-4de3-4d82-86a4-7d8ccfdb8c68,Periapical bone resorption occurs due to:,IL-1 alpha,TNF alpha,Both,,C,multi,"TNF-α, IL-1, and PGE2 also promote osteoclast activity, particularly in case of inflammatory osteolysis such as those found in periodontitis and peri-apical pathology.
Textbook of Endodontics Nisha Garg 3rd Ed",Dental,
a0de04fa-2223-40ca-9173-558fe5011dac,Urine analysis of a patient with hematuria and hypercalciuria is most likely to reveal;,Isomorphic RBCs,RBC casts,Nephrotic range proteinuria,Eosinophiluria,A,single,"Ans. a. Isomorphic RBCsUrine analysis of a patient with hematuria and hypercalciuria is most likely to reveal isomorphic RBCs.""Hypercalciuria is a cause of non-glomerular hematuria. RBCs from a non-glomerular source more closely resemble peripheral blood on microscopy, with isomorphic RBCs and absence of casts.""",Medicine,
8596a34a-71fb-4c8a-847d-c1d5c274e6ce,The weakest part of the pharynx is,Sinus of morgagni,Between thyropharyngeal and cricopharyngeal sphincter,Piriform fossa,Pharyngeal recess,B,single,"In the posterior wall of the pharynx, the lower part of the thyropharyngeus is a single sheet of muscle, not overlapped internally by the upper and middle constrictors. This weak part lies below the level of the vocal folds or upper border of the cricoid lamina and is limited inferiorly by the thick cricopharyngeal sphincter. This area is knows as Killian’s dehiscence.

 Pharyngeal diverticula are formed by outpouching of the dehiscence. Such diverticula are normal in the pig. Pharyngeal diverticula are often attributed to neuromuscular incoordination in this region which may be due to the fact that different nerves supply the two parts of the inferior constrictor.
 The propulsive thyropharyngeus is supplied by the pharyngeal plexus, and sphincteric cricopharyngeus, by the recurrent laryngeal nerve. If the cricopharyngeus fails to relax when the thyropharyngeus contracts, the bolus of food is pushed backwards, and tends to produce a diverticulum.",Anatomy,
8cc0f461-86ab-4fdf-97f4-194da3dc5e26,What is the location of Meissner's corpuscles?,Lucidum,Basale,Reticular dermis,Papillary dermis,D,single,Ans. d. Papillary dermisMeissner corpuscles are encapsulated nerve endings present in dermal papillae.Merkel cells location: Stratum basalePacinian corpuscle location: Reticular layer of dermis,Anatomy,
4484094e-92fb-4dd2-861b-582497333e86,"In a post operative intensive care unit, five patients
developed post-operative wound infection on the same wound. The best method to prevent cross infection occurring in other patients in the same ward is to:",Give antibiotics to all other patients in the ward,Fumigate the ward,Disinfect the ward with sodium hypochlorite,Practice proper hand washing,D,multi,,Medicine,
cc0d09f8-564d-4fe5-8b22-4b7d3e4ed586,Most common tumor of lacrimal gland:,Trans-scaphoid perilunate fracture,Scaphoid fracture,Distal radius fracture,Hamate fracture,D,single,Ans. d. Hamate fractureMost common tumor of lacrimal gland is Non-Hodgkin's lymphoma (37%)> Pleomorphic adenoma (25%). Most commonmalignant epithelial tumor of the lacrimal gland is adenoid cystic carcinoma.Lacrimal Gland TumorMC tumor of lacrimal glandNon-Hodgkin's lymphomadegMC epithelial tumor of lacrimal glandPleomorphic adenomadegMC malignant epithelial tumor of lacrimal glandAdenoid cystic carcinomadeg,Ophthalmology,
4c6b43ff-d302-4bb0-b9b6-873cd50cb014,Which of the following is not a physiological method of heat loss from the body?,Sweating,Vasodilation,Posture,Peripheral vasoconstriction,D,single,,Physiology,
1c27560a-931b-4594-8d6e-d8038663078d,Direct Coombs test is positive in all the following except:,Hemolytic anemia due to transfusion,Hemolytic anemia due to transfusion,Aplastic anemia,Drug-induced AIHA,C,multi,Ans: C. Aplastic anemia(Ref: Robbins 9/e p643).Direct Coomb's test is negative in aplastic anemia.Direct Coomb's testAlso known as direct antiglobulin testdegDetect antibodies of complement bound to RBC surfaceantigens in vivodeg.It is used for:Immune-mediated hemolytic anemia degHemolytic disease of the newborndegRh D-hemolytic disease of the newborn degABO hemolytic disease of the newborndegDrug-induced immune-mediated hemolysisdegMismatch transfusion reactiondeg.,Pathology,
112694f0-3fab-4d28-84a7-ebf4721eee1b,All of the following affects bur efficiency except:,Spiral angle,Head length and diameter,Neck diameter,Crosscut,B,multi,Taper angle and head length and diameter has no effect on bur efficiency.,Dental,
93751803-0e12-444d-a80a-f15784cc6a86,All of the following are associated with HHV8 except?,Kaposi sarcoma,Primary effusion lymphoma,Castleman disease,T-cell leukemia,D,multi,"Ans. D. T-cell leukemiaHuman Herpes Virus-8 Aka Kaposi's sarcoma-associated herpesvirus (KSHV).Human herpesvirus-8 (HHV-8) or Kaposi's sarcoma-associated herpesvirus (KSHV infects B lymphocytes, macrophages, and both endothelial and epithelial cells) appears to be causally related to Kaposi's sarcoma and a subgroup of AIDS-related B-cell body cavity-based lymphomas (primary effusion lymphomas) and multicentric Castleman's disease. HHV-8 infection is more common in pas of Africa than in the United States. Primary HHV-8 infection in immunocompetent children may manifest as fever and maculopapular rash. Among individuals with intact immunity, chronic asymptomatic infection is the rule, and neoplastic disorders generally develop only after subsequent immunocompromise. In patients with AIDS, effective antiretroviral therapy has caused improvement in HHV-8-related disease. The virus is sensitive to ganciclovir, foscarnet, and cidofovir, but the clinical benefit has not been demonstrated in trials. Invasive cervical carcinoma has been causally implicated with human papillomavirus infection.",Microbiology,
078f8c25-6cf7-4811-9d12-0e0f4ad00e83,The most appropriate method to differentiate between a dentigerous cyst and an ameloblastoma is through:,Radiographic examination,Aspiration cytology,Microscopic examination,Clinical features,C,single,,Surgery,
698d05f7-bd3d-4df6-a17f-e78e207ff835,Which induction anaesthetic agent has antiemetic effect?,etomidate,propofol,thiopentone,ketamine,B,single,,Pharmacology,
b0b23ecd-6076-476c-935b-a6384c8474ff,Low apparent volume of distribution of a drug indicates That,Drug has low half life,Drug has low bioavailability,Drug has low efficacy,Drug is not extensively distribution to tissue,D,single,"Vd means ""the plasma volume that would accommodate all the drug in the body, if the concentration throughout was same as in plasma"". Drugs with high volume of distribution are more distributed in body and vice-versa. Low volume of distribution tells that most of the drug is retained in plasma.",Pharmacology,AIIMS 2018
0113aaf1-61d3-4d61-a9c7-b5b46e51e7e8,A study finds no significant association between two variables but truly there exists a difference. What type of error is this?,Type I error,Type II error,Random error,Systematic error,B,single,Ans: B. Type II error(Ref: High Yield Biostatistics/p46)Type I ErrorType II ErrorThe null hypothesis is true but rejected (False positive)degProbability of type I error is given by p valuedegSignificance (alpha) level is the maximum tolerable probability of type I errorsdegKeep type I error to be minimum; then results are declared to be statistically significantNull hypothesis is not false but is not rejected/accepted (false negative)degProbability of type II error is given by betadeg,Social & Preventive Medicine,
288022ee-c8bd-42e6-8e0a-81838367119a,"A 50 years old female on junk food diet presented with point hemorrhages in scalp, bleeding in joints and erythemataous lesions in the skin. X-ray of knee joint was suggestive of hemahrosis. Problem lies with:",Hydroxylation of proline and lysine,Carboxylation of glutamic acid,Carboxylation of coagulation factors,Platelet aggregation defect,A,single,"Answer- A. Hydroxylation of proline and lysineVitamin C is required for post-translational modification of lysine and proline in collagen synthesisHydroxyproline is formed by post-translational hydroxylation catalyzed by prolyl hydroxylase, whose cofactors are ascorbic acid and Keto- alpha glutarate.",Medicine,
4babb6af-7f56-4e4b-a5b5-df775b7928c5,All parasites are in hepatocytes Except ?,Toxoplasma,P. falciparium,Leishmania,Babesia,D,multi,"Answer- D. Babesia* Babesia is an parasite which parasitizes RBCs like Plasmodium* visceral leishmaniasis is an infection in hepatocytes ,* Malaria especially with Plasmodium falciparum hepatomegaly can develop early and subsides with treatment.",Microbiology,
ea94ff5d-e9d2-4ee0-b761-a372ddae0227,"If the interocclusal distance is increased beyond physiologic limits, the patients chief complaint may result from:",A muscular imbalance,An occlusal disharmony in centric,A displacement of the mandibular denture,A displacement of the maxillary denture while yawning,A,single,,Dental,
2d635300-8808-4fb1-867f-cb4876001cbd,Which characteristic of orthodontic wire describe energy storage capacity?,Range,Resilience,Formability,Proportional limit,B,single,"Popularly, the term resilience is associated with springiness, but it means precisely the amount of energy absorbed within a unit volume of a structure when it is stressed to its proportional limit. 
The resilience of two or more materials can be compared by observing the areas under the elastic region of their stress-strain plots assuming that they are plotted on the same scale. The material with the larger elastic area has higher resilience.
Key Concept:
Resilience—The amount of elastic energy per unit volume that is sustained on loading and released upon unloading of a test specimen.
 
Reference: Phillips science of dental materials, 12th ed page no 48,55",Dental,
98db720a-e70e-4db0-8df7-77da4048523e,"A 42 years old woman from a dry state who ingested rye for long time presented with complaints of weakness in both lower limbs, nausea and fatigue. Over due course of time, she is completely unable to walk. What is the most likely cause?",Argemone mexicana,Amanita,Ergot alkaloids,Lathyrus sativus,D,multi,"Ans: D. Lathyrus sativus(Ref Park 24/e p682, 23/e p644, 657).This case is suggestive of food adulteration & neurolathyrism.Caused by Lathyrus sativus.Neurolathyrism:Crippling disease of CNS.Features:Characterized by gradually developing spastic paralysis of lower limbs.Mostly in adults consuming pulse, Lathyrus sativus.",Social & Preventive Medicine,
b9558853-1ef8-40c5-93a0-4514d251569f,Which of the following is not an indicator of difficult mask ventilation?,Patient having history of snoring,Patient having beard,Old age patient,Full set of teeth present,D,single,,Surgery,
3a47fb60-772b-40ad-abf8-81754f074d86,Artery of 4th pharyngeal arch:,Right and left CCA.,Right and left subclavian artery and arch of aorta.,Right and left pulmonary arteries.,None of the above.,B,multi,,Anatomy,
23cdcc3c-aabd-403a-b2f7-59ecfab6ed23,Palpable purpura is seen in all. except –,H.S. Purpura,Mixed cryoglobulinemia,Giant cell arteritis,Drug induced vasculitis,C,multi,,Pediatrics,
45c32d6f-deb0-456a-91e8-9d264d471c0a,"A 6-year old girl presents with fever tor the past 5 days, generalized erythematous rash, strawberry tongue and cervical lymphadenopathy. The most likely diagnosis is: (Asked twice)",Kimura disease,Kawasaki disease,Scarlet fever,Rosie-Dorfman syndrome,B,single,Answer- B. Kawasaki diseaseThe most likely diagnosis is Kawasaki disease.,Pediatrics,
50f76810-3187-472e-b094-3a65749eb76f,Given instrument is known as:,Perry separator,Ferrier double bow separator,Elliot separator,Wood ward separator,C,single,,Dental,
98ae0eca-84e2-4b3c-95e3-2920fafef1e8,Multiple canals in mandibular premolars are seen in?,Africas,Caucians,Not Recalled,Not Recalled,A,multi,,Dental,
0cfefe19-7cba-424e-928a-b462add52180,Most advantageous indication of acid etching is,Decrease micro leakage,Decrease polymerization shrinkage,Decrease coefficient of thermal expansion,Decrease porosity in restorative material,A,single,,Dental,
39d7873b-873e-45e3-8377-f6145692b8e5,In periodontal flap most important factor to be considered is:,Depth of vestibule,Frenum attachment,Amount of attached gingiva,Free gingiva,C,single,,Dental,
953391a8-ee52-4e36-879f-67eaf1f68ae3,Maximum masticatory forces taken up by which fibers:,Alveolar crest,Oblique,Horizontal,Apical,B,single,,Dental,
a115b765-ec7a-4e63-abac-50516a65b46a,A patient shows gingival swelling in lower premolar region. Biopsy was taken and histopathological examination showed endothelium-lined vascular spaces and the extreme proliferation of fibroblasts and budding endothelial cells. What could this lesion be:,Pyogenic granuloma,Fibroma,Aneurysmal bone cyst,Traumatic bone cyst,A,single,"Clinically, pyogenic granuloma is a raised lesion on either a sessile or a pedunculated base. Its surface may have a smooth, lobulated, or, occasionally, warty appearance that is erythematous and often ulcerated. Depending on the age of the lesion, the texture varies from soft to firm and is suggestive of an ulcerated fibroma. 
Because of the pronounced vascularity of these lesions, they often bleed easily when probed.
Histologically, the pyogenic granuloma presents as a remarkable proliferation of plump fibroblasts and endothelial cells with the formation of prominent numbers of  thin-walled, endothelium-lined vascular channels. A polymorphous inflammatory cell infiltrate is present, and the overlying surface epithelium is often ulcerated. Treatment consists of surgical excision, with care being taken to completely remove any local irritant that may still be present that would predispose to recurrence of the lesion.
Reference: McDONALD AND AVERY’S DENTISTRY for the CHILD and ADOLESCENT, 10th ed page no 604,605",Dental,
37c2d828-130c-4ebd-ae35-03c852064141,In human the Hb is :,HbH,HbA,HbM,HbS,B,single,,Physiology,
da2078b0-6ce5-4ba3-82f2-7b145665be2b,All are the branches of ECA that supply nasal septum except:,Anterior ethmoidal aery,Sphenopalatine aery,Facial aery,Superior labial aery,A,multi,Internal Carotid System 1. Anterior ethmoidal aery 2. Posterior ethmoidal aery Branches of ophthalmic aery External Carotid System Sphenopalatine Aery Branches of Internal maxillary Aery Greater palatine Aery Superior labial Aery Branch of Facial Aery,ENT,AIIMS 2019
37439d71-3558-4ceb-85af-8332c259afe1,"A patient who is a known case of CKD has complaints of vomiting. His ABG repos are as follows: pH - 7.40, pCO2 - 40, HCO3 - 25. Na -145, chloride-100.",Normal anion gap met acidosis,High anion gap met acidosis,No acid base abnormality,High anion gap metabolic acidosis with metabolic alkalosis,D,single,Ans. D. High anion gap metabolic acidosis with metabolic alkalosis Even though ABG looks completely normal - clinical history is the key here.CKD patients generally have high AG metabolic acidosis. On the background of that he has developed vomiting (which is an alkalotic state). Both opposing disorders have normalized the ABG. But the patient is actually having a double disorder.,Medicine,
9ce14fee-cf4f-4066-b94f-361bd7165049,Which material is the most difficult to remove from the patient's mouth?,Metallic oxide paste,Silicone impression material,Reversible hydrocolloid,Impression plaster,A,multi,"In dentistry, zinc oxide eugenol is popular as an impression material for making impressions of edentulous arches for the construction of complete dentures. It is classified as a rigid, irreversible impression material. It cannot be used for recording impressions of dentate arches and in areas of severe undercuts.
Mannapalli ed 3 page no 166",Dental,
a1ce62e7-bc2f-4bd3-96b3-610e839b227b,The most common complication following rheumatoid arthritis of the TMJ is:,Ankylosis,Synovial chondromatosis,Subluxation,Osteoarthritis,A,single,,Pathology,
caec1fed-b5cf-4aa1-98bd-0c0806992f06,Which of the following hormones will be affected most after the change in sex hormone binding globulin?,Testosterone,Estrogen,Progesterone,DHEA,A,single,"Ans: A. Testosterone(Ref Ganong 25/e p 422, 24/e p424; Harper 30/e p 516. 517)Testosterone binds to SHBG with higher affinity than does estradiol.Hence SHBG level change a Greater change in free testosterone level than in free estradiol.Sex hormone binding globulin:Glycoprotein binding sex steroids with high affinity as.Order:DHT>Testosterone>>Esterone/ estradiol. Due to higher SHBG affinity for DHT & Testosterone, SHBG variation has profound effects on androgens levels.",Physiology,
59ca3227-50c1-4151-a65f-3bfeb8768028,Increased calories required during pregnancy:September 2012,300,400,550,800,A,single,Ans. A i.e. 300The increased calorie requirement is to the extent of 300 over the non pregnancy state during second half of pregnancy.,Gynaecology & Obstetrics,
067c672c-d753-487d-aa0b-d6e73f98aa2d,Risk factors for Coronary artery disease are all except,Smoking,Increased fibrinogen level,Hypertension,Alcohol consumption,D,multi,,Medicine,
425262d7-1238-4195-a713-1cb8befefd2d,Anti-centromere antibodies are seen in which of the following conditions?,Drug-induced lupus,SLE,Sjogren syndrome,Scleroderma,D,single,It is seen in Systemic Sclerosis (Scleroderma). Limited form of scleroderma known as CREST syndrome is characterised by presence of anti-centromere antibodies positive and generalized form shows anti-topoisomerase antibodies Anti-histone antibodies are positive in drug-induced lupus. Anti-SS-A (RO) antibodies and anti-SS-B(LA) antibodies are positive in Sjogren's Syndrome. Most specific in SLE: anti ds-DNA and Anti-Smith antibodies,Pathology,AIIMS 2018
dfb6dc4a-a4ac-4270-8bf2-807e6efead3a,A pregnant female with known cardiac disease presents to you in the first trimester with history of warfarin embryopathy what should be advised now?,Continue warfarin throughout the pregnancy,Replace warfarin with heparin in First trimester,Give acicoumarin,Use LMW heparin,B,single,"Ans. B. Replace warfarin with heparin in First trimesterRef: Williams Obstetrics, 24'h ed.Warf'arin has a low molecular weight and readily crosses the placenta.Exposure between the 6th and 9th weeks may result in warfarin embryopathy characterized by stippling of the veebrae and femoral epiphyses and by nasal hypoplasia with depression ofthe nasal bone.",Gynaecology & Obstetrics,
cfbbb3e8-ed19-41a8-9cfd-ba5a7cbd898e,High copper dental amalgams are superior to other amalgams because high copper dental amalgams:,Have less marginal breakdown,Are workable at lower Hg-alloy ratio,Have a higher ratio of tensile to compressive strength,Have less resistance to tarnish and corrosion,A,multi,,Dental,
a221ada6-01e5-47bb-9aaf-5277ea353f1c,This specific sign is seen in:,Lead poisoning,Organophosphorus poisoning,Arsenic poisoning,Zinc poisoning,C,single,"Rain drop Pigmentation- Brownish pigmentation present on palm and trunk. It occurs in chronic Arsenic Poisoning. Chronic arsenic Poisoning- Skin- Rain drop pigmentation, Hyperkeratosis of palms and soles. Nails- Aldrich mees lines. Sensory neuropathy Black foot disease (Gangrene of peripheries) Tests done for diagnosis of Arsenic Poisoning- Marsh test Reinsch test NAA AAS",Forensic Medicine,AIIMS 2018
b63d8163-5256-417b-8736-bc123eea66b1,"A one year old child, who is earlier normal, is suffering from copious nasal discharge, coarse facial features, large tongue, bulging head and flattened nose. He is also having enlarged spleen and liver. What may be the cause?",Hypothyroidism,Beckwith widman syndrome,Proteus syndrome,Hurler syndrome,D,single,,Pathology,
af82f88f-21e6-4877-a69a-e4a476697bed,Gycosylated Hb is done for the assessment of:,Diabetic patient,Cushing disease,Hyperparathyroidism,Addison disease,A,single,,Dental,
1a9cdc6b-3c9c-44a2-95d1-68461bf113fc,A politician is shot in the back during a rally at level of T8 veebral immediately after the shot he loses all the sensation below level of lesion. Chance of regeneration of spinal cord due to the fact that injured nerve is not able to regenerate is due to reason all except:,Lack of endoneural tubes,Lack of growth factors,Presence of glial scar,Lack of myelin inhibiting substance,D,multi,"Ans. d. Lack of myelin inhibiting substance(Ref GanonGr 90; Clinical Box 4-)Following CNS injuries several events which provide inappropriate environment for regeneration are: (Ganong 23/e p90) Astrocytic proliferation)Activation of microgliaScar formationInflammationInvasion of immune cellsCNS neurons do not have the growth promoting chemical needed for the regenerationCNS myelin is a potent inhibitor of axonal growthAxon Regeneration in CNSThe proximal stump of a damaged axon in the CNS will form sho sprouts, but distant stump recovery is rare, and the damaged axons are unlikely to form new synapses. This is because:CNS neurons do not have the growth promoting chemical needed for the regenerationCNS myelin is a potent inhibitor of axonal growth.That is why treatment of brain and spinal cord injuries frequently focuses on rehabilitation rather than reversing the nerve damage. Following CNS injuries, several events which provide inappropriate environment for regeneration are:Astrocytic proliferationActivation of microgliaformationInflammationInvasion of immune cellsNew research is aiming to identify ways to initiate and maintain axonal growth, to direct regenerating axons to reconnect with their target neurons and to reconstitute original neuronal circuit.",Physiology,
04c8a800-af32-40fb-b60e-45d64d189679,Placement of graft will be failure in which class of recession,class I,Class II,Class III,Class IV,D,single,,Dental,
d67604c2-e273-417d-9c60-e10508104102,"In a patient with allergy to costume jewelry, which of the following is contraindicated:",High gold,Low gold,Palladium — Ag,Ni — Cr,D,multi,,Dental,
6b63e6bd-ebb1-439d-a8f6-c35a37b7436c,"Patient's lab value of Na+ 137, K+4, Urea 54, Bicarbonate 15, Phosphate 3, Chloride 110, Calcium 10. Calculate the Anion gap?",12,16,10,8,A,single,"Anion gap - All Cations can be measured but some of the anions can't be measured, this creates a viual GAP, called as - Anion gap Measured by: - (Na+) + (unmeasured cations) = (CL-) + (HCO-3) + Unmeasured anions - Since cations do not remain unmeasured, all cations gets measured, therefore :- Anion gap = Na minus - - - 137 - 125 - 12",Physiology,AIIMS 2019
6e531ec3-8023-4ebd-b746-d9f8c48af9cd,Non radiographic method of working length determination:,Digital tactile sense,Apical periodontal sensitivity,Electronic apex locator,All of the above,D,multi,,Dental,
ecc4eaa4-4fcd-4c62-9c73-2a047b98cdc5,A patient comes to a dentist with decayed mandibular 1st molar which involves the mesiobuccal and distobuccal cusp. The restoration of choice is:,Intermediate restoration,Composite,Cast metal,GIC,C,single,"The cast-metal inlay is an alternative to amalgam or composite when the higher strength of a casting alloy is needed or when the superior control of contours and contacts that the indirect procedure provides is desired. The cast-metal onlay is often an excellent alternative to a crown for teeth that have been greatly weakened by caries or by large, failing restorations but where the facial and lingual tooth surfaces are relatively unaffected by disease or injury. For such weakened teeth, the superior physical properties of a casting alloy are desirable to withstand the occlusal loads placed on the restoration; also the onlay can be designed to distribute occlusal loads over the tooth in a manner that decreases the chance of tooth fracture in the future.
Sturdevant operative dentistry 7th Edition, Page No:e94",Dental,
2e5ee603-8296-40f4-87e3-f8c87a61340c,Student t test is:,Parametric test based on average,Non parametric test based on average,Parametric test based on variance,Non parametric test based on variance,A,single,,Dental,
21618a55-4eaf-457c-a8fa-a1a2149c566a,Birth weight of a baby can be increased by:,Cessation of smoking,Aspirin,Ca++  and vitamin D supplement,Bed rest,A,single,"“Smoking is the single most preventable cause of IUGR in infants born in the united states—women who quit smoking at 7 months gestation have newborns with higher mean birthweights than do women who smoke throughout the pregnancy. Women who quit smoking before 16 weeks of gestation are not at any increased risk for an IUGR infant.”
COGDT 10/e, p 293
The answer is further supported by Williams 24/e, p 882
“In prevention of fetal growth restriction – smoking cessation is critical”
Williams 24/e, p 882",Gynaecology & Obstetrics,
eb9e9551-a8a7-47a4-8531-2633fbb69a52,Cleaning of files in between of endodontic treatment is done by:,Gauze soaked in hypochlorite solution,15 seconds in glass bead sterilizer,30 seconds in glass bead sterilizer,Chlorhexidine,A,single,,Dental,
25ad5741-fdb7-49d7-b985-aa021e70a967,'Store in a cool place' is written on a drug label. It means drug should be stored at a temperature of:,-2 degree Celsius,0 degree Celsius,2-8 degree Celsius,8-15 degree Celsius,D,single,STORAGE TEMPRATURES: LABEL WHERE TO KEEP TEMPRATURE Keep frozen Inside freezer -20 degree celsius Keep cold Inside refrigerator; outside freezer 2-8 degree celsius Keep cool Outside refrigerator 8-15 degree Celsius(in USA); 8-25 degree Celsius (in India),Pharmacology,AIIMS 2018
1be4b3bf-99e5-416a-bdc9-09855985c774,Which part of body is underdeveloped at birth:,Eyes,Ears.,Face.,Brain,C,single,,Anatomy,
a9b0fecd-41ee-4e52-87a9-12e7048e6615,"Asseion: In a patient admitted to hospital for community acquired pneumonia, combination therapy of beta lactams and azithromycin is given.Reason : This combination covers gram positive organisms and anaerobes.",Both reason and asseion are true,Asseion is true but reason is false.,Asseion is true but reason is paially true for asseion,Both asseion & reason are not true.,B,multi,"Ans. B. Asseion is true but reason is false.* Combination is given to cover atypical bacteria.* The CDC and others recommend outpatient oral empirical antibiotics with a macrolide, doxycycline, or an oral betalactam (amoxicillin, cefuroxime , or amoxicillin/clavulanate ) or inpatient treatment with an intravenous betalactam (cefuroxime, ceftriaxone , cefotaxime ) or a combination of ampicillin/sulbactam (Unasyn) with a macrolide",Pharmacology,
7ee6d817-eee3-42ad-8d49-7237f375f6f3,Biomarker of alcoholic hepatitis:,ALP,AST,LDH,GGT,D,single,Markers for alcoholism: y-Glutamyl transpeptidase / transferase (GGT) : It has EC number 2. This enzyme is present in liver. When damage occurs to liver cells this enzyme comes to blood. lt is a sensitive diagnostic marker for the detection of alcoholism. GGT is also increased in infective hepatitis and obstructive jaundice. CDT -carbohydrate deficient transferrin (transferrin is a protein which is responsible for the transpo of Iron.) This is a glycoprotein CDT is also the marker for alcoholism.,Biochemistry,AIIMS 2018
f74dee64-9421-4c33-8ab4-502f649e9f20,"Roots of primary and secondary teeth are different
in that the primary roots are more divergent and flaring. The other difference:",Primary roots show less accessory and lateral canals,Primary roots resorb more easily,Primary roots are shorter,None of the above,A,multi,,Dental,
cfc6ba19-4de9-43a1-9b88-38fb85f56ac5,Unique characteristic of attached gingiva in children:,Interdental clefts.,Retrocuspid papilla.,Both.,Stillman's cleft.,C,multi,"The two unique characteristics of the attached gingiva in children are interdental clefts and the retrocuspid papilla.
The inter dental clefts are normal anatomic features found in the interradicular zones underlying the saddle areas.
The retrocuspid papilla is found approximately 1mm below the free gingiva on the attached gingiva lingual to mandibular canine . It occurs in 85°/0 of children and apparently decreases with age.",Dental,
ced0e6e7-048a-467e-aa7e-e10def9ebb5e,Which of the following is not used as a disinfectant?,1-2% Cetrimide,100% Alcohol,2% Lysol,5% Chloroxylene,B,single,"A 70% solution of alcohol takes more time in evaporation from the surface, increasing the contact time. Therefore, 70% isopropyl alcohol is suitable for disinfection. 
100% isopropyl alcohol coagulates the protein instantly creating a protein layer that protects the remaining protein from further coagulation.",Microbiology,
3f67eb93-73d7-4caa-b000-2b85de3c8a65,Pericytes are found:,In thymus,Around capillaries of pulp,In gallbladder,Along with heparin on surface of mast cells,B,multi,,Dental,
e192d2c5-03ce-4e51-a043-89a27a3144ce,Type I collagen is present in all EXCEPT,Ligament,Aponeurosis,Bone,Cailage,D,multi,"COLLAGEN TYPE DISTRIBUTION Type 1 Tendons, ligament, fascia, bones, aponeurosis, derives, meninges (90% of total collagen), seen in old scars They form the fibrous basics of bones & fibrocailage Type 2 Hyaline & elastic cailage, vitreous body Type 3 Reticular fibers of skin, ligaments, blood vessels & internal organs, healing Type 4 Basement membrane, lens, capsule PATHOLOGIES: Collagenopathies Type I: Osteogenesis imperfecta Type IV: Alpo syndrome",Anatomy,AIIMS 2018
806f2722-6237-4681-90d7-6c43b7f40634,Passavant’s ridge is located on which of the following:,Posterior wall of oropharynx,Anterior wall of oropharynx,Posterior wall of nasopharynx,Anterior wall of nasopharynx,C,multi,"The upper fibres of palatopharyngeus form a spincter internal to superior constrictor. These fibres constitute passavant’s muscle, which on contraction raises passavent’s ridge on the posterior wall of nasopharynx.",Anatomy,
3fce14e2-4c78-4633-9345-b7f73336dea7,Sodium bicarbonate when given with local anaesthetics has which of the following effect?,Increases speed and quality of anaesthesia,Decreases diffusion of the anaesthetic drug,Causes rapid elimination of the Local anesthetic,Decreases speed and quality of anaesthesia,A,single,,Surgery,
9a97b879-df24-4f11-b1b4-d3c64a3a5fc7,What is responsible for rhythm generation of inspiration?,Dorsal nucleus of vagus,Pre botzinger complex,ventral respiratory neurons,Pneumotaxic center,B,single,Ans. B. Pre botzinger complexRhythmic respiration is initiated by a small group of synaptically coupled pacemaker cells in the pre-Botzinger complex (pre-BOTC) on either side of the medulla between the nucleus ambiguus and the lateral reticular nucleus.The main components of the respiratory control pattern generator responsible for automatic respiration are located in the medulla.Rhythmic respiration is initiated by a small group of synaptically coupled pacemaker cells in the pre-Botzinger complex (pre-BOTC) on either side of the medulla between the nucleus ambiguus and the lateral reticular nucleus.,Physiology,
cc7636ff-34f0-461b-beca-ec156ea6a355,Hypercementosis of whole dentition is seen in,Hypophosphatasia,Achondroplasia,Pagets disease,Fibrous dysplasia polyostotic type,C,single,,Pathology,
e22b0ef5-df61-4475-b22b-30f2932f90fe,Patient's cross infection with bite block of orthopantamograph machine is prevented by,Cover with autoclaved cloth with each use,Using disposable bite blocks,Clean with 5.25% sodium hypochlorite in each patient,Cover with impervious barrier,B,single,"Panoramic  and  cephalometric  equipment  should  receive  the same maintenance for decontamination and disinfection as other equipment. Panoramic bite-blocks, chin rest, and patient handgrips should be cleaned with detergent-iodine disinfectant and covered with a plastic bag. Disposable bite-blocks may be used. The head-positioning guides, control panel, and exposure switch should be carefully  wiped  with  a  paper  towel  that  is  well  moistened  with disinfectant.
Note: disposable bite-blocks are the preferred method, although they may not be cost effective.
Oral radiology ; White and Pharaoh 7th edition page no: 256",Radiology,
a176a27c-5514-46e8-8fe4-3871c7982706,Extraction of a tooth during acute infection:,Can cause extensive spread of infection,Helps drainage and relieves pain if proper antibiotic is given and its adequate blood level is reached,Can cause sudden death due to pulmonary embolism,Can Lead to trigeminal neuralgia in post operative period,B,single,,Surgery,
6dd554fa-dd9a-4ea8-a150-68273bd7512d,Abnormal development of a joint is known as:,Synostosis.,Dysostosis.,Both,,A,multi,,Anatomy,
fb136952-1310-4610-aff7-95e8b923ffd9,Which of the following is not removed in radical neck dissection,Sternocleidomastoid muscle,Digastric muscle,Spinal accessory nerve,Internal jugular vein,B,single,"Answer- B. Digastric muscle* The radical neck dissection consists of removal of all five lymph node groups of one side of the neck (levels I-V).* This includes removal of the sternocleidomastoid muscle, the internal jugular vein, and the spinal accessory nerve.",Surgery,
eae21df0-06e3-49cb-a1f0-1ac41966e11a,The first instrument used on the facial surfaces of gingiva while gingivectomy is:,Orban's knife,Kirkland's knife,BP blade with No. 11 blade,BP blade with No. 12 blade,B,single,,Dental,
