,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
231,231,Mercury_400332,400332,A,Mercury,"In humans, a V-shaped hairline is dominant over a straight hairline. If one parent is homozygous for a V-shaped hairline ( HH ) while the other parent is homozygous for a straight hairline ( hh ), what is the probability that the offspring of these parents will have a straight hairline? (A) 0% (B) 50% (C) 75% (D) 100%","In humans, a V-shaped hairline is dominant over a straight hairline. If one parent is homozygous for a V-shaped hairline ( HH ) while the other parent is homozygous for a straight hairline ( hh ), what is the probability that the offspring of these parents will have a straight hairline? ",0%,50%,75%,100%,,"Question: In humans, a V-shaped hairline is dominant over a straight hairline. If one parent is homozygous for a V-shaped hairline ( HH ) while the other parent is homozygous for a straight hairline ( hh ), what is the probability that the offspring of these parents will have a straight hairline?  (A) 0% (B) 50% (C) 75% (D) 100%. 
The correct response is: ",5
232,232,Mercury_409065,409065,C,Mercury,"Rosa and Ted ate granola bars before competing in a swimming competition. Less than 50% of the chemical energy in the granola bars was converted to mechanical energy during the swim competition. If all the energy in the granola bars was used, which most likely happened to the rest of the energy? (A) It was lost as potential energy. (B) It was lost as chemical energy. (C) It was converted to thermal energy. (D) It was converted to magnetic energy.","Rosa and Ted ate granola bars before competing in a swimming competition. Less than 50% of the chemical energy in the granola bars was converted to mechanical energy during the swim competition. If all the energy in the granola bars was used, which most likely happened to the rest of the energy? ", It was lost as potential energy. , It was lost as chemical energy. , It was converted to thermal energy. , It was converted to magnetic energy.,,"Question: Rosa and Ted ate granola bars before competing in a swimming competition. Less than 50% of the chemical energy in the granola bars was converted to mechanical energy during the swim competition. If all the energy in the granola bars was used, which most likely happened to the rest of the energy?  (A)  It was lost as potential energy.  (B)  It was lost as chemical energy.  (C)  It was converted to thermal energy.  (D)  It was converted to magnetic energy.. 
The correct response is: ", (
233,233,TIMSS_2007_8_pg34,pg34,C,TIMSS,The color of an object such as an apple is the same as the color the light waves (A) that travel through the object (B) that are absorbed by the object (C) that are reflected by the object (D) that travel around the object,The color of an object such as an apple is the same as the color the light waves , that travel through the object , that are absorbed by the object , that are reflected by the object , that travel around the object,,"Question: The color of an object such as an apple is the same as the color the light waves  (A)  that travel through the object  (B)  that are absorbed by the object  (C)  that are reflected by the object  (D)  that travel around the object. 
The correct response is: "," (A)  that travel through the object  
The color of an object is determined by the wavelengths of light"
234,234,Mercury_7146195,7146195,D,Mercury,A research scientist writes a paper on the initial regrowth of a forest after a fire has damaged the entire ecosystem. Which title would be best for the paper? (A) Primary Succession (B) Stable Communities (C) Climax Communities (D) Secondary Succession,A research scientist writes a paper on the initial regrowth of a forest after a fire has damaged the entire ecosystem. Which title would be best for the paper? , Primary Succession , Stable Communities , Climax Communities , Secondary Succession,,"Question: A research scientist writes a paper on the initial regrowth of a forest after a fire has damaged the entire ecosystem. Which title would be best for the paper?  (A)  Primary Succession  (B)  Stable Communities  (C)  Climax Communities  (D)  Secondary Succession. 
The correct response is: "," (A)  Primary Succession  
The paper"
235,235,Mercury_7170643,7170643,A,Mercury,Respiration is a process during which energy is released from glucose. This energy is used for processes such as growth of the body. Which type of energy does respiration release? (A) chemical (B) kinetic (C) potential (D) thermal,Respiration is a process during which energy is released from glucose. This energy is used for processes such as growth of the body. Which type of energy does respiration release? , chemical , kinetic , potential , thermal,,"Question: Respiration is a process during which energy is released from glucose. This energy is used for processes such as growth of the body. Which type of energy does respiration release?  (A)  chemical  (B)  kinetic  (C)  potential  (D)  thermal. 
The correct response is: "," (D)  thermal 
The respiration process releases thermal energy 
The respiration process releases thermal energy, which"
236,236,Mercury_417472,417472,B,Mercury,How are dormancy and hibernation similar in animals? (A) metabolic rate and body temperature both increase (B) metabolic rate and body temperature both decrease (C) metabolic rate increases and body temperature decreases (D) metabolic rate decreases and body temperature increases,How are dormancy and hibernation similar in animals? , metabolic rate and body temperature both increase , metabolic rate and body temperature both decrease , metabolic rate increases and body temperature decreases , metabolic rate decreases and body temperature increases,,"Question: How are dormancy and hibernation similar in animals?  (A)  metabolic rate and body temperature both increase  (B)  metabolic rate and body temperature both decrease  (C)  metabolic rate increases and body temperature decreases  (D)  metabolic rate decreases and body temperature increases. 
The correct response is: "," (B)  metabolic rate and body temperature both decrease  
The"
237,237,Mercury_405461,405461,C,Mercury,Which is the most likely way a scientist collects data during an experiment? (A) calculator (B) graphs (C) observations (D) computer,Which is the most likely way a scientist collects data during an experiment? , calculator , graphs , observations , computer,,"Question: Which is the most likely way a scientist collects data during an experiment?  (A)  calculator  (B)  graphs  (C)  observations  (D)  computer. 
The correct response is: "," (C)  observations  
The scientist collects data during an experiment by making observations, which involves recording details about what is happening during the experiment using the human senses. 
The correct response is: (C"
238,238,Mercury_SC_401225,401225,D,Mercury,"When zinc and copper are melted together, brass is formed. Brass is an example of (A) a solute. (B) an element. (C) a mineral. (D) a mixture.","When zinc and copper are melted together, brass is formed. Brass is an example of ", a solute. , an element. , a mineral. , a mixture.,,"Question: When zinc and copper are melted together, brass is formed. Brass is an example of  (A)  a solute.  (B)  an element.  (C)  a mineral.  (D)  a mixture.. 
The correct response is: "," (D)  a mixture.  
The correct response is: (D) a mixture 
The other options are: (A) a sol"
239,239,Mercury_7128188,7128188,B,Mercury,"For years, scientists have classified plants according to their characteristics. Which most likely has led scientists to better identify and discover new species of plants? (A) construction of 3-D models (B) advances in the study of DNA (C) understanding the process of mitosis (D) development of the scientific method","For years, scientists have classified plants according to their characteristics. Which most likely has led scientists to better identify and discover new species of plants? ", construction of 3-D models , advances in the study of DNA , understanding the process of mitosis , development of the scientific method,,"Question: For years, scientists have classified plants according to their characteristics. Which most likely has led scientists to better identify and discover new species of plants?  (A)  construction of 3-D models  (B)  advances in the study of DNA  (C)  understanding the process of mitosis  (D)  development of the scientific method. 
The correct response is: ", (B)  advances in the study of DNA 
240,240,OHAT_2009_8_8,8,B,Ohio Achievement Tests,Which unit of measurement do astronomers use when measuring the distance between two stars found in the Milky Way? (A) meter (B) light-year (C) kilometer (D) astronomical unit,Which unit of measurement do astronomers use when measuring the distance between two stars found in the Milky Way? , meter , light-year , kilometer , astronomical unit,,"Question: Which unit of measurement do astronomers use when measuring the distance between two stars found in the Milky Way?  (A)  meter  (B)  light-year  (C)  kilometer  (D)  astronomical unit. 
The correct response is: "," (B)  light-year  
The correct response is:  (B)  light-year 
A light-year is a unit of distance used to measure"
241,241,Mercury_7248308,7248308,B,Mercury,Bile salts play a crucial role in gastrointestinal homeostasis and digestion. Which phrase is the best description of the gastrointestinal function of bile salts? (A) digestion and absorption of proteins in the liver (B) digestion and absorption of fats in the small intestine (C) digestion and absorption of carbohydrates in the liver (D) digestion and absorption of cholesterol in the large intestine,Bile salts play a crucial role in gastrointestinal homeostasis and digestion. Which phrase is the best description of the gastrointestinal function of bile salts? , digestion and absorption of proteins in the liver , digestion and absorption of fats in the small intestine , digestion and absorption of carbohydrates in the liver , digestion and absorption of cholesterol in the large intestine,,"Question: Bile salts play a crucial role in gastrointestinal homeostasis and digestion. Which phrase is the best description of the gastrointestinal function of bile salts?  (A)  digestion and absorption of proteins in the liver  (B)  digestion and absorption of fats in the small intestine  (C)  digestion and absorption of carbohydrates in the liver  (D)  digestion and absorption of cholesterol in the large intestine. 
The correct response is: ", (
242,242,Mercury_7140298,7140298,B,Mercury,"Which is most likely a genetic adaptation of desert plants to survive the hot, dry climate conditions? (A) thin bark (B) waxy leaves (C) leaves that remain all year (D) flowers that bloom all year","Which is most likely a genetic adaptation of desert plants to survive the hot, dry climate conditions? ", thin bark , waxy leaves , leaves that remain all year , flowers that bloom all year,,"Question: Which is most likely a genetic adaptation of desert plants to survive the hot, dry climate conditions?  (A)  thin bark  (B)  waxy leaves  (C)  leaves that remain all year  (D)  flowers that bloom all year. 
The correct response is: "," (A)  thin bark  
The correct response is:  (A)  thin bark 
The correct response is:"
243,243,Mercury_7220483,7220483,B,Mercury,Some jet airplanes fly in a layer of the atmosphere where temperature generally increases with altitude. What is this layer of the atmosphere? (A) mesosphere (B) stratosphere (C) thermosphere (D) troposphere,Some jet airplanes fly in a layer of the atmosphere where temperature generally increases with altitude. What is this layer of the atmosphere? , mesosphere , stratosphere , thermosphere , troposphere,,"Question: Some jet airplanes fly in a layer of the atmosphere where temperature generally increases with altitude. What is this layer of the atmosphere?  (A)  mesosphere  (B)  stratosphere  (C)  thermosphere  (D)  troposphere. 
The correct response is: "," (C)  thermosphere 
The thermosphere is the layer of the atmosphere where temperature generally increases with altitude, and"
244,244,Mercury_SC_400164,400164,D,Mercury,What is the best way for a scientist to begin an investigation on a population of deer? (A) typing results into a computer (B) intuition (C) writing facts in a field notebook (D) observing the deer in their own habitat,What is the best way for a scientist to begin an investigation on a population of deer? , typing results into a computer , intuition , writing facts in a field notebook , observing the deer in their own habitat,,"Question: What is the best way for a scientist to begin an investigation on a population of deer?  (A)  typing results into a computer  (B)  intuition  (C)  writing facts in a field notebook  (D)  observing the deer in their own habitat. 
The correct response is: "," (D)  observing the deer in their own habitat  
The scientist will likely observe the deer"
245,245,ACTAAP_2011_5_14,14,D,ACTAAP,Which structure controls what enters both plant cells and animal cells? (A) nucleus (B) cell wall (C) chloroplast (D) cell membrane,Which structure controls what enters both plant cells and animal cells? , nucleus , cell wall , chloroplast , cell membrane,,"Question: Which structure controls what enters both plant cells and animal cells?  (A)  nucleus  (B)  cell wall  (C)  chloroplast  (D)  cell membrane. 
The correct response is: "," (D)  cell membrane 
The cell membrane is a thin structure that surrounds the cell and controls what enters and exits the cell. It is made up of a double layer of phospholip"
246,246,Mercury_7205468,7205468,B,Mercury,Which color of light is produced when all of the colors of visible light in the electromagnetic spectrum are combined? (A) gray (B) white (C) black (D) brown,Which color of light is produced when all of the colors of visible light in the electromagnetic spectrum are combined? , gray , white , black , brown,,"Question: Which color of light is produced when all of the colors of visible light in the electromagnetic spectrum are combined?  (A)  gray  (B)  white  (C)  black  (D)  brown. 
The correct response is: "," (B)  white 
The other options are:  (A)  gray  (C)  black  (D)  brown 
The correct response is:  (B)"
247,247,Mercury_7034825,7034825,C,Mercury,Which is the best example of a chemical reaction? (A) blocked sunlight casts a shadow (B) sunlight evaporates water from a lake (C) oxygen absorbs sunlight forming ozone molecules (D) a prism refracts sunlight into light of different wavelengths,Which is the best example of a chemical reaction? , blocked sunlight casts a shadow , sunlight evaporates water from a lake , oxygen absorbs sunlight forming ozone molecules , a prism refracts sunlight into light of different wavelengths,,"Question: Which is the best example of a chemical reaction?  (A)  blocked sunlight casts a shadow  (B)  sunlight evaporates water from a lake  (C)  oxygen absorbs sunlight forming ozone molecules  (D)  a prism refracts sunlight into light of different wavelengths. 
The correct response is: ", (C)  oxygen absorbs sunlight forming ozone molecules
248,248,TIMSS_2007_8_pg130,pg130,D,TIMSS,Where is most fresh (non-salty) water on Earth located? (A) oceans (B) rivers (C) lakes (D) polar ice caps,Where is most fresh (non-salty) water on Earth located? , oceans , rivers , lakes , polar ice caps,,"Question: Where is most fresh (non-salty) water on Earth located?  (A)  oceans  (B)  rivers  (C)  lakes  (D)  polar ice caps. 
The correct response is: "," (A)  oceans  
The correct response is:  (A)  oceans 
The correct response is:  (A)  oceans 
The correct response is"
249,249,LEAP_2005_8_10403,10403,D,Louisiana Educational Assessment Program,"In the oxygen cycle, which group of organisms replenishes a large portion of the atmospheric oxygen supply? (A) mammals (B) fungi (C) insects (D) plants","In the oxygen cycle, which group of organisms replenishes a large portion of the atmospheric oxygen supply? ", mammals , fungi , insects , plants,,"Question: In the oxygen cycle, which group of organisms replenishes a large portion of the atmospheric oxygen supply?  (A)  mammals  (B)  fungi  (C)  insects  (D)  plants. 
The correct response is: "," (D)  plants 
The correct response is: (D)  plants 
The correct response is: (D)  plants 
The correct"
250,250,Mercury_7097440,7097440,C,Mercury,Water puddles on a sidewalk evaporate when the Sun heats the water. Which of these best describes what is happening as the water evaporates? (A) Water changes phase as it releases heat to the environment. (B) Water boils as it absorbs energy from the sidewalk. (C) Water becomes a gas as it absorbs energy from the Sun. (D) Water evaporates as its thermal energy is transferred to the air.,Water puddles on a sidewalk evaporate when the Sun heats the water. Which of these best describes what is happening as the water evaporates? , Water changes phase as it releases heat to the environment. , Water boils as it absorbs energy from the sidewalk. , Water becomes a gas as it absorbs energy from the Sun. , Water evaporates as its thermal energy is transferred to the air.,,"Question: Water puddles on a sidewalk evaporate when the Sun heats the water. Which of these best describes what is happening as the water evaporates?  (A)  Water changes phase as it releases heat to the environment.  (B)  Water boils as it absorbs energy from the sidewalk.  (C)  Water becomes a gas as it absorbs energy from the Sun.  (D)  Water evaporates as its thermal energy is transferred to the air.. 
The correct response is: ", (
251,251,Mercury_7210630,7210630,C,Mercury,Which of these includes Earth? (A) the asteroid belt (B) the Andromeda Galaxy (C) the solar system (D) the Eagle Nebula,Which of these includes Earth? , the asteroid belt , the Andromeda Galaxy , the solar system , the Eagle Nebula,,"Question: Which of these includes Earth?  (A)  the asteroid belt  (B)  the Andromeda Galaxy  (C)  the solar system  (D)  the Eagle Nebula. 
The correct response is: "," (C)  the solar system  
The correct response is: (C)  the solar system 
The correct response is: (C)  the solar system 
The correct response is:"
252,252,Mercury_404898,404898,A,Mercury,Which is a basic structure found in all living organisms? (A) cell (B) organ (C) compound (D) element,Which is a basic structure found in all living organisms? , cell , organ , compound , element,,"Question: Which is a basic structure found in all living organisms?  (A)  cell  (B)  organ  (C)  compound  (D)  element. 
The correct response is: "," (A)  cell  
The cell is a basic structure found in all living organisms, and it is the smallest unit of life that contains all the essential components of life, such as DNA, ribosomes, and mitochond"
253,253,Mercury_SC_401123,401123,B,Mercury,"When light hits a mirror, most of the light is (A) refracted. (B) reflected. (C) absorbed. (D) transmitted.","When light hits a mirror, most of the light is ", refracted. , reflected. , absorbed. , transmitted.,,"Question: When light hits a mirror, most of the light is  (A)  refracted.  (B)  reflected.  (C)  absorbed.  (D)  transmitted.. 
The correct response is: "," (B)  reflected 
The mirror reflects light, so most of the light that hits it will be  (B)  reflected 
The other options are incorrect because:  (A)  refracted"
254,254,MSA_2015_5_37,37,D,MSA,Earth revolves around the sun. The amount of time needed for Earth to complete one revolution around the sun is approximately (A) 1 day (B) 28 days (C) 180 days (D) 365 days,Earth revolves around the sun. The amount of time needed for Earth to complete one revolution around the sun is approximately , 1 day , 28 days , 180 days , 365 days,,"Question: Earth revolves around the sun. The amount of time needed for Earth to complete one revolution around the sun is approximately  (A)  1 day  (B)  28 days  (C)  180 days  (D)  365 days. 
The correct response is: "," (D)  365 days  
The correct response is: (D) 365 days 
The correct response is: ("
255,255,Mercury_7044065,7044065,D,Mercury,What is the MAJOR cause of acid rain? (A) smelting ore (B) evaporation of polluted water (C) jet airplane exhaust high in the sky (D) sulfur combining with water vapor in the atmosphere,What is the MAJOR cause of acid rain? , smelting ore , evaporation of polluted water , jet airplane exhaust high in the sky , sulfur combining with water vapor in the atmosphere,,"Question: What is the MAJOR cause of acid rain?  (A)  smelting ore  (B)  evaporation of polluted water  (C)  jet airplane exhaust high in the sky  (D)  sulfur combining with water vapor in the atmosphere. 
The correct response is: "," (D)  sulfur combining with water vapor in the atmosphere 
The other options are: (A)  smelting"
256,256,Mercury_SC_401221,401221,D,Mercury,A student put a metal pot on the stove to boil some water. The metal transferred heat to the water through (A) radiation. (B) insulation. (C) convection. (D) conduction.,A student put a metal pot on the stove to boil some water. The metal transferred heat to the water through , radiation. , insulation. , convection. , conduction.,,"Question: A student put a metal pot on the stove to boil some water. The metal transferred heat to the water through  (A)  radiation.  (B)  insulation.  (C)  convection.  (D)  conduction.. 
The correct response is: "," (D)  conduction. 
The student put a metal pot on the stove to boil some water. The metal transferred heat to the water through"
257,257,Mercury_SC_401125,401125,D,Mercury,Newborn white-tailed deer have hundreds of spots on their coats which gradually disappear at three to four months of age. The spots on their coats make the newborns blend in with the environment through (A) mimicry. (B) migration. (C) hibernation. (D) camouflage.,Newborn white-tailed deer have hundreds of spots on their coats which gradually disappear at three to four months of age. The spots on their coats make the newborns blend in with the environment through , mimicry. , migration. , hibernation. , camouflage.,,"Question: Newborn white-tailed deer have hundreds of spots on their coats which gradually disappear at three to four months of age. The spots on their coats make the newborns blend in with the environment through  (A)  mimicry.  (B)  migration.  (C)  hibernation.  (D)  camouflage.. 
The correct response is: ", (D)  camou
258,258,Mercury_192868,192868,C,Mercury,"In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this? (A) metamorphic (B) sedimentary (C) igneous (D) weathered","In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this? ", metamorphic , sedimentary , igneous , weathered,,"Question: In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this?  (A)  metamorphic  (B)  sedimentary  (C)  igneous  (D)  weathered. 
The correct response is: "," (C)  igneous 
The correct response is:"
259,259,Mercury_7123305,7123305,B,Mercury,Some scientists study images of very distant celestial bodies. Where is the best location for the types of telescopes that can provide the scientists with the clearest images. (A) at sea level (B) in outer space (C) on mountain tops (D) at higher latitudes,Some scientists study images of very distant celestial bodies. Where is the best location for the types of telescopes that can provide the scientists with the clearest images. , at sea level , in outer space , on mountain tops , at higher latitudes,,"Question: Some scientists study images of very distant celestial bodies. Where is the best location for the types of telescopes that can provide the scientists with the clearest images.  (A)  at sea level  (B)  in outer space  (C)  on mountain tops  (D)  at higher latitudes. 
The correct response is: "," (C)  on mountain tops  
The rationale is: "
260,260,NYSEDREGENTS_2012_4_26,26,D,NYSEDREGENTS,Which is an example of a nonliving thing? (A) bird (B) insect (C) dog (D) water,Which is an example of a nonliving thing? , bird , insect , dog , water,,"Question: Which is an example of a nonliving thing?  (A)  bird  (B)  insect  (C)  dog  (D)  water. 
The correct response is: "," (D)  water 
The correct response is: (D)  water 
The correct response is: (D)  water 
The correct response is: (D)  water 
The correct response is: (D)  water"
261,261,NYSEDREGENTS_2013_4_13,13,C,NYSEDREGENTS,Which organisms break down and recycle dead plants and animals? (A) predators (B) prey (C) decomposers (D) producers,Which organisms break down and recycle dead plants and animals? , predators , prey , decomposers , producers,,"Question: Which organisms break down and recycle dead plants and animals?  (A)  predators  (B)  prey  (C)  decomposers  (D)  producers. 
The correct response is: "," (C)  decomposers  
The decomposer organisms are responsible for breaking down dead organisms and returning the nutrients to the environment for reuse by other organisms. 
The correct response is"
262,262,Mercury_7216090,7216090,B,Mercury,Which is the best example of a parasitic relationship? (A) a woodpecker nesting in a cavity of a dead tree (B) a tapeworm absorbing food in the digestive tract of a wolf (C) a polar bear hunting a seal for food (D) a hummingbird transferring pollen between flowers,Which is the best example of a parasitic relationship? , a woodpecker nesting in a cavity of a dead tree , a tapeworm absorbing food in the digestive tract of a wolf , a polar bear hunting a seal for food , a hummingbird transferring pollen between flowers,,"Question: Which is the best example of a parasitic relationship?  (A)  a woodpecker nesting in a cavity of a dead tree  (B)  a tapeworm absorbing food in the digestive tract of a wolf  (C)  a polar bear hunting a seal for food  (D)  a hummingbird transferring pollen between flowers. 
The correct response is: ", (B) 
263,263,NYSEDREGENTS_2010_4_3,3,D,NYSEDREGENTS,Which form of energy is produced when a guitar string vibrates? (A) chemical (B) light (C) magnetic (D) sound,Which form of energy is produced when a guitar string vibrates? , chemical , light , magnetic , sound,,"Question: Which form of energy is produced when a guitar string vibrates?  (A)  chemical  (B)  light  (C)  magnetic  (D)  sound. 
The correct response is: "," (D)  sound 
The vibration of a guitar string produces sound energy 
The correct response is: (D)  sound 
The vibration of a guitar string produces sound energy 
The correct response is: (D"
264,264,Mercury_SC_409143,409143,B,Mercury,Sydney is learning about the sources of energy that can run out. Which energy source will run out the fastest? (A) flowing water (B) natural gas (C) sunlight (D) wind,Sydney is learning about the sources of energy that can run out. Which energy source will run out the fastest? , flowing water , natural gas , sunlight , wind,,"Question: Sydney is learning about the sources of energy that can run out. Which energy source will run out the fastest?  (A)  flowing water  (B)  natural gas  (C)  sunlight  (D)  wind. 
The correct response is: "," (A)  flowing water  
The source of energy that will run out the fastest is:  flowing water 
The source of energy that will last the"
265,265,Mercury_7214235,7214235,A,Mercury,"Which of these features, formed east of the Sierra Nevada Mountain Range, is due to moist air rising along the western slope of the mountain range? (A) desert (B) grassland (C) rain forest (D) temperate forest","Which of these features, formed east of the Sierra Nevada Mountain Range, is due to moist air rising along the western slope of the mountain range? ", desert , grassland , rain forest , temperate forest,,"Question: Which of these features, formed east of the Sierra Nevada Mountain Range, is due to moist air rising along the western slope of the mountain range?  (A)  desert  (B)  grassland  (C)  rain forest  (D)  temperate forest. 
The correct response is: "," (D)  temperate forest 
The feature formed east of the Sierra Nevada Mountain Range is due to moist air rising along the"
266,266,Mercury_7173880,7173880,D,Mercury,"Scientists have studied convergent boundaries and the results of the collisions. Besides the fact that mountains occur at these boundaries, which other part of the rock cycle is most likely associated with these areas of convergence? (A) development of chemical rocks (B) development of extrusive rocks (C) development of layered rocks (D) development of folded rocks","Scientists have studied convergent boundaries and the results of the collisions. Besides the fact that mountains occur at these boundaries, which other part of the rock cycle is most likely associated with these areas of convergence? ", development of chemical rocks , development of extrusive rocks , development of layered rocks , development of folded rocks,,"Question: Scientists have studied convergent boundaries and the results of the collisions. Besides the fact that mountains occur at these boundaries, which other part of the rock cycle is most likely associated with these areas of convergence?  (A)  development of chemical rocks  (B)  development of extrusive rocks  (C)  development of layered rocks  (D)  development of folded rocks. 
The correct response is: ", (D)  development of
267,267,Mercury_415689,415689,A,Mercury,What process in the atmosphere protects people from the ultraviolet rays in sunlight? (A) Ozone absorbs ultraviolet light. (B) Nitrogen reflects ultraviolet light. (C) Water vapor scatters ultraviolet light. (D) Carbon dioxide blocks ultraviolet light.,What process in the atmosphere protects people from the ultraviolet rays in sunlight? , Ozone absorbs ultraviolet light. , Nitrogen reflects ultraviolet light. , Water vapor scatters ultraviolet light. , Carbon dioxide blocks ultraviolet light.,,"Question: What process in the atmosphere protects people from the ultraviolet rays in sunlight?  (A)  Ozone absorbs ultraviolet light.  (B)  Nitrogen reflects ultraviolet light.  (C)  Water vapor scatters ultraviolet light.  (D)  Carbon dioxide blocks ultraviolet light.. 
The correct response is: ", (A)
268,268,NYSEDREGENTS_2008_4_5,5,B,NYSEDREGENTS,What force causes objects to be pulled toward Earth? (A) friction (B) gravity (C) light (D) electricity,What force causes objects to be pulled toward Earth? , friction , gravity , light , electricity,,"Question: What force causes objects to be pulled toward Earth?  (A)  friction  (B)  gravity  (C)  light  (D)  electricity. 
The correct response is: "," (B)  gravity 
The force of gravity causes objects to be pulled toward Earth, and this force is caused by the mass of the Earth 
The correct response is: (B)  gravity 
The correct response is: (B)"
269,269,ACTAAP_2012_7_2,2,D,ACTAAP,"Iron oxide, also known as rust, is formed when iron chemically combines with oxygen. Which term best describes iron oxide? (A) element (B) mixture (C) solution (D) compound","Iron oxide, also known as rust, is formed when iron chemically combines with oxygen. Which term best describes iron oxide? ", element , mixture , solution , compound,,"Question: Iron oxide, also known as rust, is formed when iron chemically combines with oxygen. Which term best describes iron oxide?  (A)  element  (B)  mixture  (C)  solution  (D)  compound. 
The correct response is: "," (D)  compound 
The rust that forms on a bike is an example of an iron oxide compound 
The rust that forms on a"
270,270,Mercury_SC_LBS10041,LBS10041,D,Mercury,"In plants, what is responsible for passing traits from one generation to the next? (A) chloroplasts (B) photosynthesis (C) roots (D) genes","In plants, what is responsible for passing traits from one generation to the next? ", chloroplasts , photosynthesis , roots , genes,,"Question: In plants, what is responsible for passing traits from one generation to the next?  (A)  chloroplasts  (B)  photosynthesis  (C)  roots  (D)  genes. 
The correct response is: "," (D)  genes 
The passage of traits from one generation to the next is passed through  (A)  chloroplasts  (B)  photosynthesis"
271,271,Mercury_7228113,7228113,B,Mercury,"The discovery of a fossilized animal with teeth, a long bony tail, and feathered wings helped to establish which evolutionary sequence? (A) rodents to bats (B) reptiles to birds (C) aquatic organisms to land-based organisms (D) invertebrates to flying organisms","The discovery of a fossilized animal with teeth, a long bony tail, and feathered wings helped to establish which evolutionary sequence? ", rodents to bats , reptiles to birds , aquatic organisms to land-based organisms , invertebrates to flying organisms,,"Question: The discovery of a fossilized animal with teeth, a long bony tail, and feathered wings helped to establish which evolutionary sequence?  (A)  rodents to bats  (B)  reptiles to birds  (C)  aquatic organisms to land-based organisms  (D)  invertebrates to flying organisms. 
The correct response is: ", (C)  aquatic organisms to land
272,272,MCAS_2005_8_1,1,C,MCAS,"While hiking through Granville State Forest, a student finds an unusual plant-like organism that appears to lack chlorophyll. When the student examines a sample using a microscope, he sees many cells with cell walls and no chloroplasts. This organism is most likely a member of what Kingdom? (A) Animalia (B) Eubacteria (C) Fungi (D) Protista","While hiking through Granville State Forest, a student finds an unusual plant-like organism that appears to lack chlorophyll. When the student examines a sample using a microscope, he sees many cells with cell walls and no chloroplasts. This organism is most likely a member of what Kingdom? ", Animalia , Eubacteria , Fungi , Protista,,"Question: While hiking through Granville State Forest, a student finds an unusual plant-like organism that appears to lack chlorophyll. When the student examines a sample using a microscope, he sees many cells with cell walls and no chloroplasts. This organism is most likely a member of what Kingdom?  (A)  Animalia  (B)  Eubacteria  (C)  Fungi  (D)  Protista. 
The correct response is: ", (
273,273,Mercury_406786,406786,B,Mercury,"Scientists from around the world would most likely meet at a conference held in Paris, France, to (A) learn how to speak the same language. (B) work together on scientific research. (C) teach students the importance of education. (D) show other scientists the scientific method.","Scientists from around the world would most likely meet at a conference held in Paris, France, to ", learn how to speak the same language. , work together on scientific research. , teach students the importance of education. , show other scientists the scientific method.,,"Question: Scientists from around the world would most likely meet at a conference held in Paris, France, to  (A)  learn how to speak the same language.  (B)  work together on scientific research.  (C)  teach students the importance of education.  (D)  show other scientists the scientific method.. 
The correct response is: "," (B)  work together on scientific research  
The meeting in Paris would be a great"
274,274,Mercury_7217333,7217333,C,Mercury,The scientific method is the inquiry process by which scientists raise and attempt to answer new questions. Which is the best way to communicate findings that result from scientific inquiry? (A) discuss the findings with scientists who agree with you (B) discuss the findings with a well-known scientist (C) publish the findings in scientific journals (D) publish the findings in local newspapers,The scientific method is the inquiry process by which scientists raise and attempt to answer new questions. Which is the best way to communicate findings that result from scientific inquiry? , discuss the findings with scientists who agree with you , discuss the findings with a well-known scientist , publish the findings in scientific journals , publish the findings in local newspapers,,"Question: The scientific method is the inquiry process by which scientists raise and attempt to answer new questions. Which is the best way to communicate findings that result from scientific inquiry?  (A)  discuss the findings with scientists who agree with you  (B)  discuss the findings with a well-known scientist  (C)  publish the findings in scientific journals  (D)  publish the findings in local newspapers. 
The correct response is: ", (
275,275,Mercury_7018533,7018533,A,Mercury,Which is not a type of electromagnetic wave? (A) sound wave (B) x-ray (C) microwave (D) radio wave,Which is not a type of electromagnetic wave? , sound wave , x-ray , microwave , radio wave,,"Question: Which is not a type of electromagnetic wave?  (A)  sound wave  (B)  x-ray  (C)  microwave  (D)  radio wave. 
The correct response is: "," (A)  sound wave  
The correct response is:  (A)  sound wave 
The correct response is:  (D)  radio wave 
The correct response is:  (C) "
276,276,Mercury_7228690,7228690,A,Mercury,Scientists are able to correlate time and the amount of difference between homologous genes when studying the divergence of two species because scientists have reliable estimates for which value? (A) rate of genetic mutations (B) survival benefit of specific genes (C) pressure of selection on base pairs (D) number of bases in species' genomes,Scientists are able to correlate time and the amount of difference between homologous genes when studying the divergence of two species because scientists have reliable estimates for which value? , rate of genetic mutations , survival benefit of specific genes , pressure of selection on base pairs , number of bases in species' genomes,,"Question: Scientists are able to correlate time and the amount of difference between homologous genes when studying the divergence of two species because scientists have reliable estimates for which value?  (A)  rate of genetic mutations  (B)  survival benefit of specific genes  (C)  pressure of selection on base pairs  (D)  number of bases in species' genomes. 
The correct response is: ", (C)  pressure
