,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
215,215,AKDE&ED_2008_8_50,50,B,Alaska Department of Education and Early Development,"Which statement best describes how energy transfer within Earth's atmosphere can affect a weather condition? (A) During radiation, objects directly transfer heat to each other which affects the air temperature. (B) During radiation, electromagnetic waves transfer heat and light energy which affects the air temperature. (C) During convection, objects directly transfer heat to each other which affects the amount of precipitation. (D) During convection, electromagnetic waves transfer heat and light energy which affects the amount of precipitation.",Which statement best describes how energy transfer within Earth's atmosphere can affect a weather condition? ," During radiation, objects directly transfer heat to each other which affects the air temperature. "," During radiation, electromagnetic waves transfer heat and light energy which affects the air temperature. "," During convection, objects directly transfer heat to each other which affects the amount of precipitation. "," During convection, electromagnetic waves transfer heat and light energy which affects the amount of precipitation.",,"Question: Which statement best describes how energy transfer within Earth's atmosphere can affect a weather condition?  (A)  During radiation, objects directly transfer heat to each other which affects the air temperature.  (B)  During radiation, electromagnetic waves transfer heat and light energy which affects the air temperature.  (C)  During convection, objects directly transfer heat to each other which affects the amount of precipitation.  (D)  During convection, electromagnetic waves transfer heat and light energy which affects the amount of precipitation.. The correct answer is   ","
"
216,216,Mercury_408093,408093,A,Mercury,Which does 12.0 grams represent? (A) mass (B) volume (C) speed (D) force,Which does 12.0 grams represent? , mass , volume , speed , force,,Question: Which does 12.0 grams represent?  (A)  mass  (B)  volume  (C)  speed  (D)  force. The correct answer is   ," (A)  mass 
 ### (A)  mass 
 ### (A)  mass 
 ### (A)  mass 
 ### (A)  mass 
 ### (A)  mass 
 ### (A)  mass 

"
217,217,Mercury_7263095,7263095,A,Mercury,The Sun transforms matter into energy through nuclear fusion. What can be inferred about the Sun from this fact? (A) The Sun is losing mass and hydrogen. (B) The Sun is losing volume and hydrogen. (C) The Sun is losing mass and helium. (D) The Sun is losing volume and helium.,The Sun transforms matter into energy through nuclear fusion. What can be inferred about the Sun from this fact? , The Sun is losing mass and hydrogen. , The Sun is losing volume and hydrogen. , The Sun is losing mass and helium. , The Sun is losing volume and helium.,,Question: The Sun transforms matter into energy through nuclear fusion. What can be inferred about the Sun from this fact?  (A)  The Sun is losing mass and hydrogen.  (B)  The Sun is losing volume and hydrogen.  (C)  The Sun is losing mass and helium.  (D)  The Sun is losing volume and helium.. The correct answer is   ,"
 ### (D)  The Sun is losing volume and hel"
218,218,Mercury_SC_LBS10680,LBS10680,A,Mercury,What allows a light bulb to give off light? (A) the current flowing through the wire to the light bulb (B) the light bulb giving electrical energy to the battery (C) the light bulb generating heat energy (D) the battery pushing light through the wire,What allows a light bulb to give off light? , the current flowing through the wire to the light bulb , the light bulb giving electrical energy to the battery , the light bulb generating heat energy , the battery pushing light through the wire,,Question: What allows a light bulb to give off light?  (A)  the current flowing through the wire to the light bulb  (B)  the light bulb giving electrical energy to the battery  (C)  the light bulb generating heat energy  (D)  the battery pushing light through the wire. The correct answer is   ,"
 ### (A)  the current flowing through the wire to the light bulb 
 ### (A"
219,219,Mercury_SC_407065,407065,A,Mercury,A student places a pan of water on the stove. What happens to some of the water as it is heated to a boil? (A) It becomes a gas. (B) It becomes a solid. (C) It gets new atomic bonds. (D) It gets destroyed.,A student places a pan of water on the stove. What happens to some of the water as it is heated to a boil? , It becomes a gas. , It becomes a solid. , It gets new atomic bonds. , It gets destroyed.,,Question: A student places a pan of water on the stove. What happens to some of the water as it is heated to a boil?  (A)  It becomes a gas.  (B)  It becomes a solid.  (C)  It gets new atomic bonds.  (D)  It gets destroyed.. The correct answer is   ," (C)  It gets new atomic bonds. 
 ### (C)  It gets new atomic"
220,220,Mercury_7043943,7043943,A,Mercury,"When the velocity of an ocean wave decreases as it approaches a shore, what happens to the wave? (A) Its height increases. (B) Its height decreases. (C) Its length shortens. (D) It crests.","When the velocity of an ocean wave decreases as it approaches a shore, what happens to the wave? ", Its height increases. , Its height decreases. , Its length shortens. , It crests.,,"Question: When the velocity of an ocean wave decreases as it approaches a shore, what happens to the wave?  (A)  Its height increases.  (B)  Its height decreases.  (C)  Its length shortens.  (D)  It crests.. The correct answer is   "," B)  Its height decreases. 
 ### (B)  Its height decreases.  (C)  Its length shortens.  (D"
221,221,NYSEDREGENTS_2013_4_12,12,A,NYSEDREGENTS,Which force causes a bicycle to slow down when the brakes are used? (A) friction (B) electricity (C) gravity (D) magnetism,Which force causes a bicycle to slow down when the brakes are used? , friction , electricity , gravity , magnetism,,Question: Which force causes a bicycle to slow down when the brakes are used?  (A)  friction  (B)  electricity  (C)  gravity  (D)  magnetism. The correct answer is   ," (A)  friction 
 ### (A)  friction 
 ### (A)  friction 
 ### (A)  friction 
 ### (A)  friction 
 ### (A"
222,222,Mercury_7037678,7037678,D,Mercury,Which best describes an exothermic reaction? (A) a physical change occurs (B) equal amounts of products are produced (C) energy is required (D) energy is released,Which best describes an exothermic reaction? , a physical change occurs , equal amounts of products are produced , energy is required , energy is released,,Question: Which best describes an exothermic reaction?  (A)  a physical change occurs  (B)  equal amounts of products are produced  (C)  energy is required  (D)  energy is released. The correct answer is   ,"
D)  energy is released 
 ### (D)  energy is released 
 ### (D)  energy is released 
 ### (D)  energy is released 
 ### (D)  energy"
223,223,Mercury_7248255,7248255,A,Mercury,Which activity illustrates the main function of the motor neuron complex? (A) transferring impulses to the appropriate muscle (B) receiving sensory impulses from the environment (C) delivering regular impulses to the autonomic system (D) processing impulses within the cerebral cortex,Which activity illustrates the main function of the motor neuron complex? , transferring impulses to the appropriate muscle , receiving sensory impulses from the environment , delivering regular impulses to the autonomic system , processing impulses within the cerebral cortex,,Question: Which activity illustrates the main function of the motor neuron complex?  (A)  transferring impulses to the appropriate muscle  (B)  receiving sensory impulses from the environment  (C)  delivering regular impulses to the autonomic system  (D)  processing impulses within the cerebral cortex. The correct answer is   ,"
 ### (A)  transferring impulses to the appropriate mus"
224,224,VASoL_2008_3_38,38,C,Virginia Standards of Learning - Science,Ice cubes are an example of which form of water? (A) Gas (B) Liquid (C) Solid (D) Natural,Ice cubes are an example of which form of water? , Gas , Liquid , Solid , Natural,,Question: Ice cubes are an example of which form of water?  (A)  Gas  (B)  Liquid  (C)  Solid  (D)  Natural. The correct answer is   ,"
C  Solid 
 ### (C)  Solid 
 ### (C)  Solid 
 ### (C)  Solid 
 ### (C)  Solid 
 ### (C)  Solid 
"
225,225,Mercury_SC_416107,416107,A,Mercury,The trunk of a pine tree supports the tree. Which part of a daisy supports the plant the same way? (A) stem (B) flower (C) root (D) leaf,The trunk of a pine tree supports the tree. Which part of a daisy supports the plant the same way? , stem , flower , root , leaf,,Question: The trunk of a pine tree supports the tree. Which part of a daisy supports the plant the same way?  (A)  stem  (B)  flower  (C)  root  (D)  leaf. The correct answer is   ,"
(C)  root 
 ### (C)  root 
 ### (C)  root 
 ### (C)  root 
 ### (C)  root 
 ### ("
226,226,NCEOGA_2013_8_49,49,C,North Carolina READY End-of-Grade Assessment,"Which statement best describes the Law of Superposition? (A) Each sedimentary layer of rock represents 1,000 years of Earth's age, much like the rings of a tree. (B) In undisturbed layers of sedimentary rock, the upper rock layers are older than the lower rock layers. (C) In undisturbed layers of sedimentary rock, the lowest layers contain the older rocks. (D) Rocks that form near volcanoes are older than surrounding rock.",Which statement best describes the Law of Superposition? ," Each sedimentary layer of rock represents 1,000 years of Earth's age, much like the rings of a tree. "," In undisturbed layers of sedimentary rock, the upper rock layers are older than the lower rock layers. "," In undisturbed layers of sedimentary rock, the lowest layers contain the older rocks. ", Rocks that form near volcanoes are older than surrounding rock.,,"Question: Which statement best describes the Law of Superposition?  (A)  Each sedimentary layer of rock represents 1,000 years of Earth's age, much like the rings of a tree.  (B)  In undisturbed layers of sedimentary rock, the upper rock layers are older than the lower rock layers.  (C)  In undisturbed layers of sedimentary rock, the lowest layers contain the older rocks.  (D)  Rocks that form near volcanoes are older than surrounding rock.. The correct answer is   ","
"
227,227,VASoL_2007_5_30,30,D,Virginia Standards of Learning - Science,"A student made observations of four rock samples. Which of these observations most likely describes a sedimentary rock? (A) Sample 1 has bands of light and dark crystals. (B) Sample 2 has pink, gray, and white crystals grown together. (C) Sample 3 is made up of one huge, pale pink crystal. (D) Sample 4 is made up of layers of sand grains cemented together.",A student made observations of four rock samples. Which of these observations most likely describes a sedimentary rock? , Sample 1 has bands of light and dark crystals. ," Sample 2 has pink, gray, and white crystals grown together. "," Sample 3 is made up of one huge, pale pink crystal. ", Sample 4 is made up of layers of sand grains cemented together.,,"Question: A student made observations of four rock samples. Which of these observations most likely describes a sedimentary rock?  (A)  Sample 1 has bands of light and dark crystals.  (B)  Sample 2 has pink, gray, and white crystals grown together.  (C)  Sample 3 is made up of one huge, pale pink crystal.  (D)  Sample 4 is made up of layers of sand grains cemented together.. The correct answer is   ","
"
228,228,TAKS_2009_5_18,18,D,TAKS,Which of these is the center of our solar system? (A) Mars (B) The moon (C) Jupiter (D) The sun,Which of these is the center of our solar system? , Mars , The moon , Jupiter , The sun,,Question: Which of these is the center of our solar system?  (A)  Mars  (B)  The moon  (C)  Jupiter  (D)  The sun. The correct answer is   ,"
C  Jupiter 
 ### (C)  Jupiter 
 ### (C)  Jupiter 
 ### (C)  Jupiter 
 ### (C)  Jupiter 
 ### (C)  Jupiter 
 ###"
229,229,Mercury_SC_LBS10579,LBS10579,D,Mercury,Scientists today understand how forces work due to Isaac Newton's study of (A) electricity. (B) magnetism. (C) atoms. (D) gravity.,Scientists today understand how forces work due to Isaac Newton's study of , electricity. , magnetism. , atoms. , gravity.,,Question: Scientists today understand how forces work due to Isaac Newton's study of  (A)  electricity.  (B)  magnetism.  (C)  atoms.  (D)  gravity.. The correct answer is   ,"
 ### (D)  gravity.. 
 ### (D)  gravity.. 
 ### (D)  gravity.. 
 ### (D)  gravity.. 
 ### (D)  gravity.. 
 ###"
230,230,MSA_2015_5_34,34,D,MSA,Students measured how long it took for an ice cube to melt. Which measurement best represents how long it took for the ice cube to melt? (A) 20° Celsius (B) 40 grams (C) 60 milliliters (D) 80 seconds,Students measured how long it took for an ice cube to melt. Which measurement best represents how long it took for the ice cube to melt? , 20° Celsius , 40 grams , 60 milliliters , 80 seconds,,Question: Students measured how long it took for an ice cube to melt. Which measurement best represents how long it took for the ice cube to melt?  (A)  20° Celsius  (B)  40 grams  (C)  60 milliliters  (D)  80 seconds. The correct answer is   ,"
 ### (D)  80 seconds. 
 ### (D)  80 seconds."
231,231,Mercury_400332,400332,A,Mercury,"In humans, a V-shaped hairline is dominant over a straight hairline. If one parent is homozygous for a V-shaped hairline ( HH ) while the other parent is homozygous for a straight hairline ( hh ), what is the probability that the offspring of these parents will have a straight hairline? (A) 0% (B) 50% (C) 75% (D) 100%","In humans, a V-shaped hairline is dominant over a straight hairline. If one parent is homozygous for a V-shaped hairline ( HH ) while the other parent is homozygous for a straight hairline ( hh ), what is the probability that the offspring of these parents will have a straight hairline? ",0%,50%,75%,100%,,"Question: In humans, a V-shaped hairline is dominant over a straight hairline. If one parent is homozygous for a V-shaped hairline ( HH ) while the other parent is homozygous for a straight hairline ( hh ), what is the probability that the offspring of these parents will have a straight hairline?  (A) 0% (B) 50% (C) 75% (D) 100%. The correct answer is   ", (
232,232,Mercury_409065,409065,C,Mercury,"Rosa and Ted ate granola bars before competing in a swimming competition. Less than 50% of the chemical energy in the granola bars was converted to mechanical energy during the swim competition. If all the energy in the granola bars was used, which most likely happened to the rest of the energy? (A) It was lost as potential energy. (B) It was lost as chemical energy. (C) It was converted to thermal energy. (D) It was converted to magnetic energy.","Rosa and Ted ate granola bars before competing in a swimming competition. Less than 50% of the chemical energy in the granola bars was converted to mechanical energy during the swim competition. If all the energy in the granola bars was used, which most likely happened to the rest of the energy? ", It was lost as potential energy. , It was lost as chemical energy. , It was converted to thermal energy. , It was converted to magnetic energy.,,"Question: Rosa and Ted ate granola bars before competing in a swimming competition. Less than 50% of the chemical energy in the granola bars was converted to mechanical energy during the swim competition. If all the energy in the granola bars was used, which most likely happened to the rest of the energy?  (A)  It was lost as potential energy.  (B)  It was lost as chemical energy.  (C)  It was converted to thermal energy.  (D)  It was converted to magnetic energy.. The correct answer is   ","
"
233,233,TIMSS_2007_8_pg34,pg34,C,TIMSS,The color of an object such as an apple is the same as the color the light waves (A) that travel through the object (B) that are absorbed by the object (C) that are reflected by the object (D) that travel around the object,The color of an object such as an apple is the same as the color the light waves , that travel through the object , that are absorbed by the object , that are reflected by the object , that travel around the object,,Question: The color of an object such as an apple is the same as the color the light waves  (A)  that travel through the object  (B)  that are absorbed by the object  (C)  that are reflected by the object  (D)  that travel around the object. The correct answer is   ," (C)  that are reflected by the object 
 ### (C)  that are reflected by the object 
 ### (C) "
234,234,Mercury_7146195,7146195,D,Mercury,A research scientist writes a paper on the initial regrowth of a forest after a fire has damaged the entire ecosystem. Which title would be best for the paper? (A) Primary Succession (B) Stable Communities (C) Climax Communities (D) Secondary Succession,A research scientist writes a paper on the initial regrowth of a forest after a fire has damaged the entire ecosystem. Which title would be best for the paper? , Primary Succession , Stable Communities , Climax Communities , Secondary Succession,,Question: A research scientist writes a paper on the initial regrowth of a forest after a fire has damaged the entire ecosystem. Which title would be best for the paper?  (A)  Primary Succession  (B)  Stable Communities  (C)  Climax Communities  (D)  Secondary Succession. The correct answer is   ,"
 ### (A)  Primary Succession 
 ### (A)"
235,235,Mercury_7170643,7170643,A,Mercury,Respiration is a process during which energy is released from glucose. This energy is used for processes such as growth of the body. Which type of energy does respiration release? (A) chemical (B) kinetic (C) potential (D) thermal,Respiration is a process during which energy is released from glucose. This energy is used for processes such as growth of the body. Which type of energy does respiration release? , chemical , kinetic , potential , thermal,,Question: Respiration is a process during which energy is released from glucose. This energy is used for processes such as growth of the body. Which type of energy does respiration release?  (A)  chemical  (B)  kinetic  (C)  potential  (D)  thermal. The correct answer is   ,"
C)  potential 
 ### (C)  potential 
 ### (C)  potential 
 ### (C) "
236,236,Mercury_417472,417472,B,Mercury,How are dormancy and hibernation similar in animals? (A) metabolic rate and body temperature both increase (B) metabolic rate and body temperature both decrease (C) metabolic rate increases and body temperature decreases (D) metabolic rate decreases and body temperature increases,How are dormancy and hibernation similar in animals? , metabolic rate and body temperature both increase , metabolic rate and body temperature both decrease , metabolic rate increases and body temperature decreases , metabolic rate decreases and body temperature increases,,Question: How are dormancy and hibernation similar in animals?  (A)  metabolic rate and body temperature both increase  (B)  metabolic rate and body temperature both decrease  (C)  metabolic rate increases and body temperature decreases  (D)  metabolic rate decreases and body temperature increases. The correct answer is   ,"
 ### (B)  metabolic rate and body temperature both decrease 
 ### (B"
237,237,Mercury_405461,405461,C,Mercury,Which is the most likely way a scientist collects data during an experiment? (A) calculator (B) graphs (C) observations (D) computer,Which is the most likely way a scientist collects data during an experiment? , calculator , graphs , observations , computer,,Question: Which is the most likely way a scientist collects data during an experiment?  (A)  calculator  (B)  graphs  (C)  observations  (D)  computer. The correct answer is   ," (C)  observations 
 ### (C)  observations 
 ### (C)  observations 
 ### (C)  observations 
 ### (C)  observations 
 observations 
 ### (C)  observations 
"
238,238,Mercury_SC_401225,401225,D,Mercury,"When zinc and copper are melted together, brass is formed. Brass is an example of (A) a solute. (B) an element. (C) a mineral. (D) a mixture.","When zinc and copper are melted together, brass is formed. Brass is an example of ", a solute. , an element. , a mineral. , a mixture.,,"Question: When zinc and copper are melted together, brass is formed. Brass is an example of  (A)  a solute.  (B)  an element.  (C)  a mineral.  (D)  a mixture.. The correct answer is   "," (A)  a solute. 
 ### (A)  a solute. 
 ### (A)  a solute. 
 ### (A"
239,239,Mercury_7128188,7128188,B,Mercury,"For years, scientists have classified plants according to their characteristics. Which most likely has led scientists to better identify and discover new species of plants? (A) construction of 3-D models (B) advances in the study of DNA (C) understanding the process of mitosis (D) development of the scientific method","For years, scientists have classified plants according to their characteristics. Which most likely has led scientists to better identify and discover new species of plants? ", construction of 3-D models , advances in the study of DNA , understanding the process of mitosis , development of the scientific method,,"Question: For years, scientists have classified plants according to their characteristics. Which most likely has led scientists to better identify and discover new species of plants?  (A)  construction of 3-D models  (B)  advances in the study of DNA  (C)  understanding the process of mitosis  (D)  development of the scientific method. The correct answer is   ","
B) advances in the study of DNA 
 ### (B"
240,240,OHAT_2009_8_8,8,B,Ohio Achievement Tests,Which unit of measurement do astronomers use when measuring the distance between two stars found in the Milky Way? (A) meter (B) light-year (C) kilometer (D) astronomical unit,Which unit of measurement do astronomers use when measuring the distance between two stars found in the Milky Way? , meter , light-year , kilometer , astronomical unit,,Question: Which unit of measurement do astronomers use when measuring the distance between two stars found in the Milky Way?  (A)  meter  (B)  light-year  (C)  kilometer  (D)  astronomical unit. The correct answer is   ,"
B  light-year 
 ### (B)  light-year 
 ### (B)  light-year 
 ### (B)  light-year 
 ### ("
241,241,Mercury_7248308,7248308,B,Mercury,Bile salts play a crucial role in gastrointestinal homeostasis and digestion. Which phrase is the best description of the gastrointestinal function of bile salts? (A) digestion and absorption of proteins in the liver (B) digestion and absorption of fats in the small intestine (C) digestion and absorption of carbohydrates in the liver (D) digestion and absorption of cholesterol in the large intestine,Bile salts play a crucial role in gastrointestinal homeostasis and digestion. Which phrase is the best description of the gastrointestinal function of bile salts? , digestion and absorption of proteins in the liver , digestion and absorption of fats in the small intestine , digestion and absorption of carbohydrates in the liver , digestion and absorption of cholesterol in the large intestine,,Question: Bile salts play a crucial role in gastrointestinal homeostasis and digestion. Which phrase is the best description of the gastrointestinal function of bile salts?  (A)  digestion and absorption of proteins in the liver  (B)  digestion and absorption of fats in the small intestine  (C)  digestion and absorption of carbohydrates in the liver  (D)  digestion and absorption of cholesterol in the large intestine. The correct answer is   ,"
"
242,242,Mercury_7140298,7140298,B,Mercury,"Which is most likely a genetic adaptation of desert plants to survive the hot, dry climate conditions? (A) thin bark (B) waxy leaves (C) leaves that remain all year (D) flowers that bloom all year","Which is most likely a genetic adaptation of desert plants to survive the hot, dry climate conditions? ", thin bark , waxy leaves , leaves that remain all year , flowers that bloom all year,,"Question: Which is most likely a genetic adaptation of desert plants to survive the hot, dry climate conditions?  (A)  thin bark  (B)  waxy leaves  (C)  leaves that remain all year  (D)  flowers that bloom all year. The correct answer is   "," (B)  waxy leaves 
 ### (B)  waxy leaves 
 ### (B)  waxy leaves 
 ### (B)"
243,243,Mercury_7220483,7220483,B,Mercury,Some jet airplanes fly in a layer of the atmosphere where temperature generally increases with altitude. What is this layer of the atmosphere? (A) mesosphere (B) stratosphere (C) thermosphere (D) troposphere,Some jet airplanes fly in a layer of the atmosphere where temperature generally increases with altitude. What is this layer of the atmosphere? , mesosphere , stratosphere , thermosphere , troposphere,,Question: Some jet airplanes fly in a layer of the atmosphere where temperature generally increases with altitude. What is this layer of the atmosphere?  (A)  mesosphere  (B)  stratosphere  (C)  thermosphere  (D)  troposphere. The correct answer is   ,"
D  troposphere. 
 ### (D)  troposphere. 
 ### (D)  troposphere. 
"
244,244,Mercury_SC_400164,400164,D,Mercury,What is the best way for a scientist to begin an investigation on a population of deer? (A) typing results into a computer (B) intuition (C) writing facts in a field notebook (D) observing the deer in their own habitat,What is the best way for a scientist to begin an investigation on a population of deer? , typing results into a computer , intuition , writing facts in a field notebook , observing the deer in their own habitat,,Question: What is the best way for a scientist to begin an investigation on a population of deer?  (A)  typing results into a computer  (B)  intuition  (C)  writing facts in a field notebook  (D)  observing the deer in their own habitat. The correct answer is   ," (C)  writing facts in a field notebook 
 ### (C)  writing facts in a field notebook 
 ###"
245,245,ACTAAP_2011_5_14,14,D,ACTAAP,Which structure controls what enters both plant cells and animal cells? (A) nucleus (B) cell wall (C) chloroplast (D) cell membrane,Which structure controls what enters both plant cells and animal cells? , nucleus , cell wall , chloroplast , cell membrane,,Question: Which structure controls what enters both plant cells and animal cells?  (A)  nucleus  (B)  cell wall  (C)  chloroplast  (D)  cell membrane. The correct answer is   ," (A)  nucleus 
 ### (A)  nucleus 
 ### (A)  nucleus 
 ### (A)  nucleus 
 ### (A)  nucleus 
 ### (A)"
246,246,Mercury_7205468,7205468,B,Mercury,Which color of light is produced when all of the colors of visible light in the electromagnetic spectrum are combined? (A) gray (B) white (C) black (D) brown,Which color of light is produced when all of the colors of visible light in the electromagnetic spectrum are combined? , gray , white , black , brown,,Question: Which color of light is produced when all of the colors of visible light in the electromagnetic spectrum are combined?  (A)  gray  (B)  white  (C)  black  (D)  brown. The correct answer is   ,"
B  white 
 ### (B)  white 
 ### (B)  white 
 ### (B)  white 
 ### (B)  white 
 ### (B)  white"
247,247,Mercury_7034825,7034825,C,Mercury,Which is the best example of a chemical reaction? (A) blocked sunlight casts a shadow (B) sunlight evaporates water from a lake (C) oxygen absorbs sunlight forming ozone molecules (D) a prism refracts sunlight into light of different wavelengths,Which is the best example of a chemical reaction? , blocked sunlight casts a shadow , sunlight evaporates water from a lake , oxygen absorbs sunlight forming ozone molecules , a prism refracts sunlight into light of different wavelengths,,Question: Which is the best example of a chemical reaction?  (A)  blocked sunlight casts a shadow  (B)  sunlight evaporates water from a lake  (C)  oxygen absorbs sunlight forming ozone molecules  (D)  a prism refracts sunlight into light of different wavelengths. The correct answer is   ,"
 ### (C)  oxygen absorbs sunlight forming ozone molecules "
248,248,TIMSS_2007_8_pg130,pg130,D,TIMSS,Where is most fresh (non-salty) water on Earth located? (A) oceans (B) rivers (C) lakes (D) polar ice caps,Where is most fresh (non-salty) water on Earth located? , oceans , rivers , lakes , polar ice caps,,Question: Where is most fresh (non-salty) water on Earth located?  (A)  oceans  (B)  rivers  (C)  lakes  (D)  polar ice caps. The correct answer is   ,"
C)  lakes 
 ### (C)  lakes 
 ### (C)  lakes 
 ### (C)  lakes 
 ### (C)  lakes 
 ### (C"
249,249,LEAP_2005_8_10403,10403,D,Louisiana Educational Assessment Program,"In the oxygen cycle, which group of organisms replenishes a large portion of the atmospheric oxygen supply? (A) mammals (B) fungi (C) insects (D) plants","In the oxygen cycle, which group of organisms replenishes a large portion of the atmospheric oxygen supply? ", mammals , fungi , insects , plants,,"Question: In the oxygen cycle, which group of organisms replenishes a large portion of the atmospheric oxygen supply?  (A)  mammals  (B)  fungi  (C)  insects  (D)  plants. The correct answer is   ","
 ### (D)  plants. 
 ### (D)  plants. 
 ### (D)  plants. 
 ### (D)  plants. "
250,250,Mercury_7097440,7097440,C,Mercury,Water puddles on a sidewalk evaporate when the Sun heats the water. Which of these best describes what is happening as the water evaporates? (A) Water changes phase as it releases heat to the environment. (B) Water boils as it absorbs energy from the sidewalk. (C) Water becomes a gas as it absorbs energy from the Sun. (D) Water evaporates as its thermal energy is transferred to the air.,Water puddles on a sidewalk evaporate when the Sun heats the water. Which of these best describes what is happening as the water evaporates? , Water changes phase as it releases heat to the environment. , Water boils as it absorbs energy from the sidewalk. , Water becomes a gas as it absorbs energy from the Sun. , Water evaporates as its thermal energy is transferred to the air.,,Question: Water puddles on a sidewalk evaporate when the Sun heats the water. Which of these best describes what is happening as the water evaporates?  (A)  Water changes phase as it releases heat to the environment.  (B)  Water boils as it absorbs energy from the sidewalk.  (C)  Water becomes a gas as it absorbs energy from the Sun.  (D)  Water evaporates as its thermal energy is transferred to the air.. The correct answer is   ,"
"
251,251,Mercury_7210630,7210630,C,Mercury,Which of these includes Earth? (A) the asteroid belt (B) the Andromeda Galaxy (C) the solar system (D) the Eagle Nebula,Which of these includes Earth? , the asteroid belt , the Andromeda Galaxy , the solar system , the Eagle Nebula,,Question: Which of these includes Earth?  (A)  the asteroid belt  (B)  the Andromeda Galaxy  (C)  the solar system  (D)  the Eagle Nebula. The correct answer is   ,"
C  the solar system 
 ### (C)  the solar system 
 ### (C)  the solar system 
 ### (C)  the solar system 
 ### (C)  the solar system"
252,252,Mercury_404898,404898,A,Mercury,Which is a basic structure found in all living organisms? (A) cell (B) organ (C) compound (D) element,Which is a basic structure found in all living organisms? , cell , organ , compound , element,,Question: Which is a basic structure found in all living organisms?  (A)  cell  (B)  organ  (C)  compound  (D)  element. The correct answer is   ,"
A)  cell 
 ### (A)  cell 
 ### (A)  cell 
 ### (A)  cell 
 ### (A)  cell 
 ### (A)  cell 
 ### (A)  cell "
253,253,Mercury_SC_401123,401123,B,Mercury,"When light hits a mirror, most of the light is (A) refracted. (B) reflected. (C) absorbed. (D) transmitted.","When light hits a mirror, most of the light is ", refracted. , reflected. , absorbed. , transmitted.,,"Question: When light hits a mirror, most of the light is  (A)  refracted.  (B)  reflected.  (C)  absorbed.  (D)  transmitted.. The correct answer is   "," (B)  reflected. 
 ### (B)  reflected. 
 ### (B)  reflected. 
 ### (B)  reflected. 
 ### (B)  reflected. 
 ### (B) "
254,254,MSA_2015_5_37,37,D,MSA,Earth revolves around the sun. The amount of time needed for Earth to complete one revolution around the sun is approximately (A) 1 day (B) 28 days (C) 180 days (D) 365 days,Earth revolves around the sun. The amount of time needed for Earth to complete one revolution around the sun is approximately , 1 day , 28 days , 180 days , 365 days,,Question: Earth revolves around the sun. The amount of time needed for Earth to complete one revolution around the sun is approximately  (A)  1 day  (B)  28 days  (C)  180 days  (D)  365 days. The correct answer is   ,"
D)  365 days. 
 ### (D)  365 days. 
 ### (D)  365 days. 
"
255,255,Mercury_7044065,7044065,D,Mercury,What is the MAJOR cause of acid rain? (A) smelting ore (B) evaporation of polluted water (C) jet airplane exhaust high in the sky (D) sulfur combining with water vapor in the atmosphere,What is the MAJOR cause of acid rain? , smelting ore , evaporation of polluted water , jet airplane exhaust high in the sky , sulfur combining with water vapor in the atmosphere,,Question: What is the MAJOR cause of acid rain?  (A)  smelting ore  (B)  evaporation of polluted water  (C)  jet airplane exhaust high in the sky  (D)  sulfur combining with water vapor in the atmosphere. The correct answer is   ," (A)  smelting ore 
 ### (A)  smelting ore 
 ### (A)  smelting ore "
256,256,Mercury_SC_401221,401221,D,Mercury,A student put a metal pot on the stove to boil some water. The metal transferred heat to the water through (A) radiation. (B) insulation. (C) convection. (D) conduction.,A student put a metal pot on the stove to boil some water. The metal transferred heat to the water through , radiation. , insulation. , convection. , conduction.,,Question: A student put a metal pot on the stove to boil some water. The metal transferred heat to the water through  (A)  radiation.  (B)  insulation.  (C)  convection.  (D)  conduction.. The correct answer is   ," (C)  convection. 
 ### (C)  convection. 
 ### (C)  convection. 
 ### (C)"
257,257,Mercury_SC_401125,401125,D,Mercury,Newborn white-tailed deer have hundreds of spots on their coats which gradually disappear at three to four months of age. The spots on their coats make the newborns blend in with the environment through (A) mimicry. (B) migration. (C) hibernation. (D) camouflage.,Newborn white-tailed deer have hundreds of spots on their coats which gradually disappear at three to four months of age. The spots on their coats make the newborns blend in with the environment through , mimicry. , migration. , hibernation. , camouflage.,,Question: Newborn white-tailed deer have hundreds of spots on their coats which gradually disappear at three to four months of age. The spots on their coats make the newborns blend in with the environment through  (A)  mimicry.  (B)  migration.  (C)  hibernation.  (D)  camouflage.. The correct answer is   , (D)  camouflage 
258,258,Mercury_192868,192868,C,Mercury,"In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this? (A) metamorphic (B) sedimentary (C) igneous (D) weathered","In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this? ", metamorphic , sedimentary , igneous , weathered,,"Question: In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this?  (A)  metamorphic  (B)  sedimentary  (C)  igneous  (D)  weathered. The correct answer is   "," (C)  igneous 
 ### (C)  igneous "
