,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
256,256,Mercury_SC_401221,401221,D,Mercury,A student put a metal pot on the stove to boil some water. The metal transferred heat to the water through (A) radiation. (B) insulation. (C) convection. (D) conduction.,A student put a metal pot on the stove to boil some water. The metal transferred heat to the water through , radiation. , insulation. , convection. , conduction.,,"### A student put a metal pot on the stove to boil some water. The metal transferred heat to the water through  (A)  radiation.  (B)  insulation.  (C)  convection.  (D)  conduction. 
 ### ","2. 

 ### 2. 


 ### 2. 


 ### 2. 



 ### 2. 


"
257,257,Mercury_SC_401125,401125,D,Mercury,Newborn white-tailed deer have hundreds of spots on their coats which gradually disappear at three to four months of age. The spots on their coats make the newborns blend in with the environment through (A) mimicry. (B) migration. (C) hibernation. (D) camouflage.,Newborn white-tailed deer have hundreds of spots on their coats which gradually disappear at three to four months of age. The spots on their coats make the newborns blend in with the environment through , mimicry. , migration. , hibernation. , camouflage.,,"### Newborn white-tailed deer have hundreds of spots on their coats which gradually disappear at three to four months of age. The spots on their coats make the newborns blend in with the environment through  (A)  mimicry.  (B)  migration.  (C)  hibernation.  (D)  camouflage. 
 ### ","4. 

 ### 4. 
"
258,258,Mercury_192868,192868,C,Mercury,"In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this? (A) metamorphic (B) sedimentary (C) igneous (D) weathered","In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this? ", metamorphic , sedimentary , igneous , weathered,,"### In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this?  (A)  metamorphic  (B)  sedimentary  (C)  igneous  (D)  weathered 
 ### "," (D)  weathered 

 ### (D)  weathered 

"
259,259,Mercury_7123305,7123305,B,Mercury,Some scientists study images of very distant celestial bodies. Where is the best location for the types of telescopes that can provide the scientists with the clearest images. (A) at sea level (B) in outer space (C) on mountain tops (D) at higher latitudes,Some scientists study images of very distant celestial bodies. Where is the best location for the types of telescopes that can provide the scientists with the clearest images. , at sea level , in outer space , on mountain tops , at higher latitudes,,"### Some scientists study images of very distant celestial bodies. Where is the best location for the types of telescopes that can provide the scientists with the clearest images.  (A)  at sea level  (B)  in outer space  (C)  on mountain tops  (D)  at higher latitudes 
 ### "," (A)  at sea level 

 ###  (A)  at sea level 

 ###"
260,260,NYSEDREGENTS_2012_4_26,26,D,NYSEDREGENTS,Which is an example of a nonliving thing? (A) bird (B) insect (C) dog (D) water,Which is an example of a nonliving thing? , bird , insect , dog , water,,"### Which is an example of a nonliving thing?  (A)  bird  (B)  insect  (C)  dog  (D)  water 
 ### "," (C)  dog 
 ### (C)  dog 

 ### (C)  dog 

 ### (C)  dog 


 ### (C)  dog 



 ### (C)  dog 




 ###"
261,261,NYSEDREGENTS_2013_4_13,13,C,NYSEDREGENTS,Which organisms break down and recycle dead plants and animals? (A) predators (B) prey (C) decomposers (D) producers,Which organisms break down and recycle dead plants and animals? , predators , prey , decomposers , producers,,"### Which organisms break down and recycle dead plants and animals?  (A)  predators  (B)  prey  (C)  decomposers  (D)  producers 
 ### "," (D)  producers 
 ### (D)  producers 

 ### (D)  producers 


 ### (D)  producers 


 ### (D)  producers 


 ###"
262,262,Mercury_7216090,7216090,B,Mercury,Which is the best example of a parasitic relationship? (A) a woodpecker nesting in a cavity of a dead tree (B) a tapeworm absorbing food in the digestive tract of a wolf (C) a polar bear hunting a seal for food (D) a hummingbird transferring pollen between flowers,Which is the best example of a parasitic relationship? , a woodpecker nesting in a cavity of a dead tree , a tapeworm absorbing food in the digestive tract of a wolf , a polar bear hunting a seal for food , a hummingbird transferring pollen between flowers,,"### Which is the best example of a parasitic relationship?  (A)  a woodpecker nesting in a cavity of a dead tree  (B)  a tapeworm absorbing food in the digestive tract of a wolf  (C)  a polar bear hunting a seal for food  (D)  a hummingbird transferring pollen between flowers 
 ### ","



 ### (A)  a"
263,263,NYSEDREGENTS_2010_4_3,3,D,NYSEDREGENTS,Which form of energy is produced when a guitar string vibrates? (A) chemical (B) light (C) magnetic (D) sound,Which form of energy is produced when a guitar string vibrates? , chemical , light , magnetic , sound,,"### Which form of energy is produced when a guitar string vibrates?  (A)  chemical  (B)  light  (C)  magnetic  (D)  sound 
 ### "," chemical 

 ### (A)  chemical 

 ### (B)  light 

 ### (B)  light 

 ### (B)  light 

 ### (C)  magnetic 

 ### (C)  magnetic "
264,264,Mercury_SC_409143,409143,B,Mercury,Sydney is learning about the sources of energy that can run out. Which energy source will run out the fastest? (A) flowing water (B) natural gas (C) sunlight (D) wind,Sydney is learning about the sources of energy that can run out. Which energy source will run out the fastest? , flowing water , natural gas , sunlight , wind,,"### Sydney is learning about the sources of energy that can run out. Which energy source will run out the fastest?  (A)  flowing water  (B)  natural gas  (C)  sunlight  (D)  wind 
 ### ","4. wind 

 ### 4. wind 

 ### 4. wind 

 ### 4. wind 

 ### 4. wind 

 ### 4. wind"
265,265,Mercury_7214235,7214235,A,Mercury,"Which of these features, formed east of the Sierra Nevada Mountain Range, is due to moist air rising along the western slope of the mountain range? (A) desert (B) grassland (C) rain forest (D) temperate forest","Which of these features, formed east of the Sierra Nevada Mountain Range, is due to moist air rising along the western slope of the mountain range? ", desert , grassland , rain forest , temperate forest,,"### Which of these features, formed east of the Sierra Nevada Mountain Range, is due to moist air rising along the western slope of the mountain range?  (A)  desert  (B)  grassland  (C)  rain forest  (D)  temperate forest 
 ### ","


































"
266,266,Mercury_7173880,7173880,D,Mercury,"Scientists have studied convergent boundaries and the results of the collisions. Besides the fact that mountains occur at these boundaries, which other part of the rock cycle is most likely associated with these areas of convergence? (A) development of chemical rocks (B) development of extrusive rocks (C) development of layered rocks (D) development of folded rocks","Scientists have studied convergent boundaries and the results of the collisions. Besides the fact that mountains occur at these boundaries, which other part of the rock cycle is most likely associated with these areas of convergence? ", development of chemical rocks , development of extrusive rocks , development of layered rocks , development of folded rocks,,"### Scientists have studied convergent boundaries and the results of the collisions. Besides the fact that mountains occur at these boundaries, which other part of the rock cycle is most likely associated with these areas of convergence?  (A)  development of chemical rocks  (B)  development of extrusive rocks  (C)  development of layered rocks  (D)  development of folded rocks 
 ### ","1. development of chemical rocks 

 ### 1"
267,267,Mercury_415689,415689,A,Mercury,What process in the atmosphere protects people from the ultraviolet rays in sunlight? (A) Ozone absorbs ultraviolet light. (B) Nitrogen reflects ultraviolet light. (C) Water vapor scatters ultraviolet light. (D) Carbon dioxide blocks ultraviolet light.,What process in the atmosphere protects people from the ultraviolet rays in sunlight? , Ozone absorbs ultraviolet light. , Nitrogen reflects ultraviolet light. , Water vapor scatters ultraviolet light. , Carbon dioxide blocks ultraviolet light.,,"### What process in the atmosphere protects people from the ultraviolet rays in sunlight?  (A)  Ozone absorbs ultraviolet light.  (B)  Nitrogen reflects ultraviolet light.  (C)  Water vapor scatters ultraviolet light.  (D)  Carbon dioxide blocks ultraviolet light. 
 ### ","2. 

 ### 2"
268,268,NYSEDREGENTS_2008_4_5,5,B,NYSEDREGENTS,What force causes objects to be pulled toward Earth? (A) friction (B) gravity (C) light (D) electricity,What force causes objects to be pulled toward Earth? , friction , gravity , light , electricity,,"### What force causes objects to be pulled toward Earth?  (A)  friction  (B)  gravity  (C)  light  (D)  electricity 
 ### ","4. light 

 ### 4. light 

 ### 4. light 

 ### 4. light 

 ### 4. light 


 ### 4. light 


 ### 4. light 



"
269,269,ACTAAP_2012_7_2,2,D,ACTAAP,"Iron oxide, also known as rust, is formed when iron chemically combines with oxygen. Which term best describes iron oxide? (A) element (B) mixture (C) solution (D) compound","Iron oxide, also known as rust, is formed when iron chemically combines with oxygen. Which term best describes iron oxide? ", element , mixture , solution , compound,,"### Iron oxide, also known as rust, is formed when iron chemically combines with oxygen. Which term best describes iron oxide?  (A)  element  (B)  mixture  (C)  solution  (D)  compound 
 ### ","
 ### (B)  mixture 

 ### (B)  mixture 

 ### (B)  mixture 

 ### (B)  mixture 

 ### (B"
270,270,Mercury_SC_LBS10041,LBS10041,D,Mercury,"In plants, what is responsible for passing traits from one generation to the next? (A) chloroplasts (B) photosynthesis (C) roots (D) genes","In plants, what is responsible for passing traits from one generation to the next? ", chloroplasts , photosynthesis , roots , genes,,"### In plants, what is responsible for passing traits from one generation to the next?  (A)  chloroplasts  (B)  photosynthesis  (C)  roots  (D)  genes 
 ### ","4. roots 

 ### 4. roots 

 ### 4. roots 

 ### 4. roots 

 ### 4. roots 


 ### 4. roots 
"
271,271,Mercury_7228113,7228113,B,Mercury,"The discovery of a fossilized animal with teeth, a long bony tail, and feathered wings helped to establish which evolutionary sequence? (A) rodents to bats (B) reptiles to birds (C) aquatic organisms to land-based organisms (D) invertebrates to flying organisms","The discovery of a fossilized animal with teeth, a long bony tail, and feathered wings helped to establish which evolutionary sequence? ", rodents to bats , reptiles to birds , aquatic organisms to land-based organisms , invertebrates to flying organisms,,"### The discovery of a fossilized animal with teeth, a long bony tail, and feathered wings helped to establish which evolutionary sequence?  (A)  rodents to bats  (B)  reptiles to birds  (C)  aquatic organisms to land-based organisms  (D)  invertebrates to flying organisms 
 ### "," aquatic organisms to land-based organisms 
 ### (D)"
272,272,MCAS_2005_8_1,1,C,MCAS,"While hiking through Granville State Forest, a student finds an unusual plant-like organism that appears to lack chlorophyll. When the student examines a sample using a microscope, he sees many cells with cell walls and no chloroplasts. This organism is most likely a member of what Kingdom? (A) Animalia (B) Eubacteria (C) Fungi (D) Protista","While hiking through Granville State Forest, a student finds an unusual plant-like organism that appears to lack chlorophyll. When the student examines a sample using a microscope, he sees many cells with cell walls and no chloroplasts. This organism is most likely a member of what Kingdom? ", Animalia , Eubacteria , Fungi , Protista,,"### While hiking through Granville State Forest, a student finds an unusual plant-like organism that appears to lack chlorophyll. When the student examines a sample using a microscope, he sees many cells with cell walls and no chloroplasts. This organism is most likely a member of what Kingdom?  (A)  Animalia  (B)  Eubacteria  (C)  Fungi  (D)  Protista 
 ### ",2
273,273,Mercury_406786,406786,B,Mercury,"Scientists from around the world would most likely meet at a conference held in Paris, France, to (A) learn how to speak the same language. (B) work together on scientific research. (C) teach students the importance of education. (D) show other scientists the scientific method.","Scientists from around the world would most likely meet at a conference held in Paris, France, to ", learn how to speak the same language. , work together on scientific research. , teach students the importance of education. , show other scientists the scientific method.,,"### Scientists from around the world would most likely meet at a conference held in Paris, France, to  (A)  learn how to speak the same language.  (B)  work together on scientific research.  (C)  teach students the importance of education.  (D)  show other scientists the scientific method. 
 ### ","4. 

 ### 4. 

 ### 4. 

 ### 4. 
"
274,274,Mercury_7217333,7217333,C,Mercury,The scientific method is the inquiry process by which scientists raise and attempt to answer new questions. Which is the best way to communicate findings that result from scientific inquiry? (A) discuss the findings with scientists who agree with you (B) discuss the findings with a well-known scientist (C) publish the findings in scientific journals (D) publish the findings in local newspapers,The scientific method is the inquiry process by which scientists raise and attempt to answer new questions. Which is the best way to communicate findings that result from scientific inquiry? , discuss the findings with scientists who agree with you , discuss the findings with a well-known scientist , publish the findings in scientific journals , publish the findings in local newspapers,,"### The scientific method is the inquiry process by which scientists raise and attempt to answer new questions. Which is the best way to communicate findings that result from scientific inquiry?  (A)  discuss the findings with scientists who agree with you  (B)  discuss the findings with a well-known scientist  (C)  publish the findings in scientific journals  (D)  publish the findings in local newspapers 
 ### ", (
275,275,Mercury_7018533,7018533,A,Mercury,Which is not a type of electromagnetic wave? (A) sound wave (B) x-ray (C) microwave (D) radio wave,Which is not a type of electromagnetic wave? , sound wave , x-ray , microwave , radio wave,,"### Which is not a type of electromagnetic wave?  (A)  sound wave  (B)  x-ray  (C)  microwave  (D)  radio wave 
 ### ","2.  x-ray 

 ### 4.  radio wave 

 ### 4.  radio wave 

 ### 4.  radio wave 


 ### 4.  radio wave 



 ###"
276,276,Mercury_7228690,7228690,A,Mercury,Scientists are able to correlate time and the amount of difference between homologous genes when studying the divergence of two species because scientists have reliable estimates for which value? (A) rate of genetic mutations (B) survival benefit of specific genes (C) pressure of selection on base pairs (D) number of bases in species' genomes,Scientists are able to correlate time and the amount of difference between homologous genes when studying the divergence of two species because scientists have reliable estimates for which value? , rate of genetic mutations , survival benefit of specific genes , pressure of selection on base pairs , number of bases in species' genomes,,"### Scientists are able to correlate time and the amount of difference between homologous genes when studying the divergence of two species because scientists have reliable estimates for which value?  (A)  rate of genetic mutations  (B)  survival benefit of specific genes  (C)  pressure of selection on base pairs  (D)  number of bases in species' genomes 
 ### ","
 ### (B) survival benefit of specific gen"
277,277,Mercury_7106785,7106785,C,Mercury,"An astronomer and a marine biologist were having lunch and discussing their current experiments. They discovered that although they investigate different areas of science, they most likely use the same (A) scientific tools used in experiments. (B) publications for conducting research. (C) scientific method to test hypotheses. (D) locations for conducting their experiments.","An astronomer and a marine biologist were having lunch and discussing their current experiments. They discovered that although they investigate different areas of science, they most likely use the same ", scientific tools used in experiments. , publications for conducting research. , scientific method to test hypotheses. , locations for conducting their experiments.,,"### An astronomer and a marine biologist were having lunch and discussing their current experiments. They discovered that although they investigate different areas of science, they most likely use the same  (A)  scientific tools used in experiments.  (B)  publications for conducting research.  (C)  scientific method to test hypotheses.  (D)  locations for conducting their experiments. 
 ### ","4. locations for conducting their experiments. 

"
278,278,Mercury_400808,400808,B,Mercury,Chromium is characterized by a very high melting point. Use the Periodic Table of the Elements to identify which of these elements most likely has a similar melting point. (A) potassium (B) manganese (C) bromine (D) krypton,Chromium is characterized by a very high melting point. Use the Periodic Table of the Elements to identify which of these elements most likely has a similar melting point. , potassium , manganese , bromine , krypton,,"### Chromium is characterized by a very high melting point. Use the Periodic Table of the Elements to identify which of these elements most likely has a similar melting point.  (A)  potassium  (B)  manganese  (C)  bromine  (D)  krypton 
 ### "," manganese 

 ### (B)  manganese 

 ### (B)  mangan"
279,279,MCAS_2006_9_17,17,A,MCAS,Why is the particular sequence of bases in a segment of DNA important to cells? (A) Some base sequences code for protein production. (B) Some base sequences cause the release of lipids from the nucleus. (C) Some base sequences contain the order of sugars in polysaccharides. (D) Some base sequences produce electrical signals sent to the cytoplasm.,Why is the particular sequence of bases in a segment of DNA important to cells? , Some base sequences code for protein production. , Some base sequences cause the release of lipids from the nucleus. , Some base sequences contain the order of sugars in polysaccharides. , Some base sequences produce electrical signals sent to the cytoplasm.,,"### Why is the particular sequence of bases in a segment of DNA important to cells?  (A)  Some base sequences code for protein production.  (B)  Some base sequences cause the release of lipids from the nucleus.  (C)  Some base sequences contain the order of sugars in polysaccharides.  (D)  Some base sequences produce electrical signals sent to the cytoplasm. 
 ### ","
C  Some base"
280,280,Mercury_7005828,7005828,B,Mercury,The news often talks about how global warming could change environmental conditions on Earth. Which best explains why global warming is such a concern? (A) Glaciers will advance. (B) The sea level will rise. (C) Earthquake activity will increase. (D) The overall temperature will decrease.,The news often talks about how global warming could change environmental conditions on Earth. Which best explains why global warming is such a concern? , Glaciers will advance. , The sea level will rise. , Earthquake activity will increase. , The overall temperature will decrease.,,"### The news often talks about how global warming could change environmental conditions on Earth. Which best explains why global warming is such a concern?  (A)  Glaciers will advance.  (B)  The sea level will rise.  (C)  Earthquake activity will increase.  (D)  The overall temperature will decrease. 
 ### "," (A)  Glaciers will advance. 

 ### (A)  Glaci"
281,281,Mercury_7166950,7166950,A,Mercury,"Stars appear to be blue, white, yellow, and red, even without the aid of a telescope. What causes the different colors of the stars? (A) the surface temperature (B) the distance from Earth (C) the distance from the Sun (D) the gases that compose the star","Stars appear to be blue, white, yellow, and red, even without the aid of a telescope. What causes the different colors of the stars? ", the surface temperature , the distance from Earth , the distance from the Sun , the gases that compose the star,,"### Stars appear to be blue, white, yellow, and red, even without the aid of a telescope. What causes the different colors of the stars?  (A)  the surface temperature  (B)  the distance from Earth  (C)  the distance from the Sun  (D)  the gases that compose the star 
 ### ","4. the distance from the Sun  

 ### 4. the distance from the Sun 

 ###"
282,282,Mercury_7188370,7188370,D,Mercury,Miranda learned how the human body carries out life functions. Which is the most basic level of organization in the human body?  (A) an organ (B) a system (C) a tissue (D) a cell,Miranda learned how the human body carries out life functions. Which is the most basic level of organization in the human body?  , an organ , a system , a tissue , a cell,,"### Miranda learned how the human body carries out life functions. Which is the most basic level of organization in the human body?   (A)  an organ  (B)  a system  (C)  a tissue  (D)  a cell 
 ### ","2. a system 

 ### 2. a system 

 ### 2. a system 

 ### 2. a system 

 ### 2. a"
283,283,Mercury_7171588,7171588,A,Mercury,"The human body has different levels of organization. In the structural organization of the central nervous system, which is an organ? (A) brain (B) grey matter (C) nerve (D) neuron","The human body has different levels of organization. In the structural organization of the central nervous system, which is an organ? ", brain , grey matter , nerve , neuron,,"### The human body has different levels of organization. In the structural organization of the central nervous system, which is an organ?  (A)  brain  (B)  grey matter  (C)  nerve  (D)  neuron 
 ### ","4. grey matter 

 ### 4. grey matter 

 ### 4. grey matter 

 ### 4. grey matter 


 ### 4. grey matter"
284,284,Mercury_7008208,7008208,A,Mercury,Which theory states that the universe originated as a single mass? (A) Big Bang (B) Steady State (C) Astronomical (D) Catastrophism,Which theory states that the universe originated as a single mass? , Big Bang , Steady State , Astronomical , Catastrophism,,"### Which theory states that the universe originated as a single mass?  (A)  Big Bang  (B)  Steady State  (C)  Astronomical  (D)  Catastrophism 
 ### ","4. Astronomical 

 ### 4. Astronomical 

 ### 4. Astronomical 

 ### 4. Astronomical 

 ### 4. Astronomical 


 ### 4. Astronomical"
285,285,Mercury_7248290,7248290,A,Mercury,Which activity is an important function of nucleases? (A) repairing the double strand of DNA (B) concentrating RNA into a nucleolus (C) maintaining homeostasis of nucleoplasm (D) dissolving the nuclear membrane during mitosis,Which activity is an important function of nucleases? , repairing the double strand of DNA , concentrating RNA into a nucleolus , maintaining homeostasis of nucleoplasm , dissolving the nuclear membrane during mitosis,,"### Which activity is an important function of nucleases?  (A)  repairing the double strand of DNA  (B)  concentrating RNA into a nucleolus  (C)  maintaining homeostasis of nucleoplasm  (D)  dissolving the nuclear membrane during mitosis 
 ### ","
 ### (D)  dissolving the nuclear membrane during mitosis 

 ### (D)  dissolving the nuclear memb"
286,286,Mercury_7007858,7007858,A,Mercury,Which statement describes the reason why an ice cube melts when set out in a warm room? (A) Heat from the room is absorbed by the ice cube. (B) The ice cube molecules move more slowly. (C) One side of the ice cube is colder than the other. (D) Heat from the ice cube moves into the air.,Which statement describes the reason why an ice cube melts when set out in a warm room? , Heat from the room is absorbed by the ice cube. , The ice cube molecules move more slowly. , One side of the ice cube is colder than the other. , Heat from the ice cube moves into the air.,,"### Which statement describes the reason why an ice cube melts when set out in a warm room?  (A)  Heat from the room is absorbed by the ice cube.  (B)  The ice cube molecules move more slowly.  (C)  One side of the ice cube is colder than the other.  (D)  Heat from the ice cube moves into the air. 
 ### ",3.  One side of the ice cube
287,287,Mercury_7207113,7207113,D,Mercury,A research team has made new discoveries about magnetism. Which of these statements best describes the value to society of publishing their discoveries? (A) Their results will be unchangeable. (B) The research team may become famous. (C) The publishing company may make money. (D) Their discoveries can be built on by other researchers.,A research team has made new discoveries about magnetism. Which of these statements best describes the value to society of publishing their discoveries? , Their results will be unchangeable. , The research team may become famous. , The publishing company may make money. , Their discoveries can be built on by other researchers.,,"### A research team has made new discoveries about magnetism. Which of these statements best describes the value to society of publishing their discoveries?  (A)  Their results will be unchangeable.  (B)  The research team may become famous.  (C)  The publishing company may make money.  (D)  Their discoveries can be built on by other researchers. 
 ### ","
(A)  Their results will be unchangeable"
288,288,Mercury_7188213,7188213,D,Mercury,"Isle Royale is a large island in Lake Superior. During the 1800s, most of the trees were removed, and the wolves and moose that lived on the island died. In the early 1900s, moose were reintroduced to the island. By 1925, the moose population on Isle Royale rose to about 2,000 individuals. Which best explains how the moose population grew so rapidly? (A) The death rate was greater than the birth rate. (B) There was unlimited food for the moose to eat. (C) The birth rate was constant and few moose died. (D) There were no predators to control the population.","Isle Royale is a large island in Lake Superior. During the 1800s, most of the trees were removed, and the wolves and moose that lived on the island died. In the early 1900s, moose were reintroduced to the island. By 1925, the moose population on Isle Royale rose to about 2,000 individuals. Which best explains how the moose population grew so rapidly? ", The death rate was greater than the birth rate. , There was unlimited food for the moose to eat. , The birth rate was constant and few moose died. , There were no predators to control the population.,,"### Isle Royale is a large island in Lake Superior. During the 1800s, most of the trees were removed, and the wolves and moose that lived on the island died. In the early 1900s, moose were reintroduced to the island. By 1925, the moose population on Isle Royale rose to about 2,000 individuals. Which best explains how the moose population grew so rapidly?  (A)  The death rate was greater than the birth rate.  (B)  There was unlimited food for the moose to eat.  (C)  The birth rate was constant and few moose died.  (D)  There were no predators to control the population. 
 ### ", (
289,289,TIMSS_2007_4_pg82,pg82,B,TIMSS,Small grasshoppers shed their outer covering as they grow larger. Which animal also sheds its outer covering as it grows larger? (A) frog (B) snake (C) fish (D) human,Small grasshoppers shed their outer covering as they grow larger. Which animal also sheds its outer covering as it grows larger? , frog , snake , fish , human,,"### Small grasshoppers shed their outer covering as they grow larger. Which animal also sheds its outer covering as it grows larger?  (A)  frog  (B)  snake  (C)  fish  (D)  human 
 ### ","4. fish 

 ### 4. fish 

 ### 4. fish 

 ### 4. fish 

 ### 4. fish 

 ### 4."
290,290,Mercury_7033600,7033600,A,Mercury,Which tool will best help scientists understand relationships between oceans and climate changes? (A) a computer model (B) a weather balloon (C) a rain gauge (D) radar,Which tool will best help scientists understand relationships between oceans and climate changes? , a computer model , a weather balloon , a rain gauge , radar,,"### Which tool will best help scientists understand relationships between oceans and climate changes?  (A)  a computer model  (B)  a weather balloon  (C)  a rain gauge  (D)  radar 
 ### ","
 ### (D)  radar 
 ### (C)  a rain gauge 
 ### (C)  a rain gauge 

 ### (C)  a rain gauge 

 ### ("
291,291,Mercury_SC_407690,407690,C,Mercury,Penny's class was learning how rapidly some changes can happen on Earth. Which event causes the fastest change to the surface of Earth? (A) water flowing in a riverbed (B) a wave crashing on a beach (C) an earthquake cracking a road (D) wind blowing against a mountain,Penny's class was learning how rapidly some changes can happen on Earth. Which event causes the fastest change to the surface of Earth? , water flowing in a riverbed , a wave crashing on a beach , an earthquake cracking a road , wind blowing against a mountain,,"### Penny's class was learning how rapidly some changes can happen on Earth. Which event causes the fastest change to the surface of Earth?  (A)  water flowing in a riverbed  (B)  a wave crashing on a beach  (C)  an earthquake cracking a road  (D)  wind blowing against a mountain 
 ### ","4. wind blowing against a mountain 

 ### 4. wind blow"
292,292,Mercury_180390,180390,D,Mercury,Which of the following are narrow belts of strong winds found in the upper troposphere? (A) doldrums (B) westerlies (C) trade winds (D) jet streams,Which of the following are narrow belts of strong winds found in the upper troposphere? , doldrums , westerlies , trade winds , jet streams,,"### Which of the following are narrow belts of strong winds found in the upper troposphere?  (A)  doldrums  (B)  westerlies  (C)  trade winds  (D)  jet streams 
 ### ","4.  jet streams 

 ### 4.  jet streams 


 ### 4.  jet streams 



 ### 4.  jet streams 


"
293,293,Mercury_SC_410624,410624,A,Mercury,"Many sports stadiums use grass, but some use fake grass called artificial turf. Artificial turf is made of fibers that look like real grass. In which way is this technology most likely beneficial? (A) It uses less water. (B) It produces more heat. (C) It releases less moisture. (D) It absorbs more carbon dioxide.","Many sports stadiums use grass, but some use fake grass called artificial turf. Artificial turf is made of fibers that look like real grass. In which way is this technology most likely beneficial? ", It uses less water. , It produces more heat. , It releases less moisture. , It absorbs more carbon dioxide.,,"### Many sports stadiums use grass, but some use fake grass called artificial turf. Artificial turf is made of fibers that look like real grass. In which way is this technology most likely beneficial?  (A)  It uses less water.  (B)  It produces more heat.  (C)  It releases less moisture.  (D)  It absorbs more carbon dioxide. 
 ### ", (D) 
294,294,MCAS_2000_8_3,3,D,MCAS,Chloroplasts in cells make it possible for the cells to (A) reproduce. (B) hold their rigid shape. (C) absorb and excrete materials. (D) carry out photosynthesis.,Chloroplasts in cells make it possible for the cells to , reproduce. , hold their rigid shape. , absorb and excrete materials. , carry out photosynthesis.,,"### Chloroplasts in cells make it possible for the cells to  (A)  reproduce.  (B)  hold their rigid shape.  (C)  absorb and excrete materials.  (D)  carry out photosynthesis. 
 ### "," (B)  hold their rigid shape. 

 ### (B)  hold their rigid shape. 

 ### (B)  hold their rigid shape. "
295,295,Mercury_SC_401219,401219,D,Mercury,"Many insects go through metamorphosis. Which series shows the stages of complete metamorphosis correctly? (A) egg, nymph, pupa, adult (B) egg, larva, nymph, adult (C) egg, nymph 1, nymph 2, adult (D) egg, larva, pupa, adult",Many insects go through metamorphosis. Which series shows the stages of complete metamorphosis correctly? ," egg, nymph, pupa, adult "," egg, larva, nymph, adult "," egg, nymph 1, nymph 2, adult "," egg, larva, pupa, adult",,"### Many insects go through metamorphosis. Which series shows the stages of complete metamorphosis correctly?  (A)  egg, nymph, pupa, adult  (B)  egg, larva, nymph, adult  (C)  egg, nymph 1, nymph 2, adult  (D)  egg, larva, pupa, adult 
 ### ","

 ### (B) "
296,296,NYSEDREGENTS_2008_4_7,7,D,NYSEDREGENTS,Which energy transformation occurs when a person hits a drum with a drumstick? (A) electrical to light (B) sound to electrical (C) light to mechanical (D) mechanical to sound,Which energy transformation occurs when a person hits a drum with a drumstick? , electrical to light , sound to electrical , light to mechanical , mechanical to sound,,"### Which energy transformation occurs when a person hits a drum with a drumstick?  (A)  electrical to light  (B)  sound to electrical  (C)  light to mechanical  (D)  mechanical to sound 
 ### ","











































"
297,297,Mercury_SC_405026,405026,A,Mercury,A class made a solar cooker out of a large can. What color should they paint the can in order to collect the most heat? (A) black (B) green (C) pink (D) white,A class made a solar cooker out of a large can. What color should they paint the can in order to collect the most heat? , black , green , pink , white,,"### A class made a solar cooker out of a large can. What color should they paint the can in order to collect the most heat?  (A)  black  (B)  green  (C)  pink  (D)  white 
 ### ","2.  green 

 ### 3.  pink 

 ### 4.  white 

 ### 2.  green 


 ### 4. "
298,298,Mercury_SC_405081,405081,D,Mercury,Some classrooms have computers. The computer is most useful to the students because it helps them (A) play games. (B) watch movies. (C) listen to music. (D) find information.,Some classrooms have computers. The computer is most useful to the students because it helps them , play games. , watch movies. , listen to music. , find information.,,"### Some classrooms have computers. The computer is most useful to the students because it helps them  (A)  play games.  (B)  watch movies.  (C)  listen to music.  (D)  find information. 
 ### ","4. watch movies. 

 ### 4. watch movies. 

 ### 4. watch movies. 

 ### 4. watch movies. 

"
299,299,Mercury_SC_405231,405231,C,Mercury,"A scientist found fossils of ocean shells on a mountain top. Based on this find, which statement can be made? (A) The climate was once colder. (B) The shells were carried by the wind. (C) The mountain was covered by water. (D) The shells once lived on dry land.","A scientist found fossils of ocean shells on a mountain top. Based on this find, which statement can be made? ", The climate was once colder. , The shells were carried by the wind. , The mountain was covered by water. , The shells once lived on dry land.,,"### A scientist found fossils of ocean shells on a mountain top. Based on this find, which statement can be made?  (A)  The climate was once colder.  (B)  The shells were carried by the wind.  (C)  The mountain was covered by water.  (D)  The shells once lived on dry land. 
 ### ","
(B)  The shells were carried by the wind. 
"
300,300,NYSEDREGENTS_2012_4_17,17,A,NYSEDREGENTS,Which characteristic helps some animals defend themselves against predators? (A) strong odor (B) poor hearing (C) weak eyesight (D) shivering,Which characteristic helps some animals defend themselves against predators? , strong odor , poor hearing , weak eyesight , shivering,,"### Which characteristic helps some animals defend themselves against predators?  (A)  strong odor  (B)  poor hearing  (C)  weak eyesight  (D)  shivering 
 ### ","4. weak eyesight 

 ### 4. weak eyesight 

 ### 4. weak eyesight 

 ### 4. weak eyesight 

 ### 4. weak eyesight 

 ### 4."
